iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
CA-3-A035209001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,1,0.0148189315451136,0,13835626.21393385,0.38488009156002573,0.6455721113864886,2.142857142857143,1,0
CA-3-D000259001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,TZ,1,0.00764956021644513,0,13895881.477832513,0.04559028100197852,0.7195756439480224,3.4,1,0
CA-3-D001661001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A01_general,SN,1,0.00432122414483804,-505,34632413.04011259,0.32643105499733405,0.5455484769104559,2.6,1,0
CA-3-P006740001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,JO,1,0.00189234423056328,0,9148310.337790288,0.23933478321661156,0.6880530879097381,2.75,1,0
CA-3-P006740002,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,JO,1,0,0,1407459.5355383533,0.9367495790480751,0.004000615750595737,2,1,0
CA-3-A033419002,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,GH,1,0.03870527354605202,0,77090637.5791696,0.15989766054316704,0.700916586732691,3,1,0
CA-3-A033985001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,TZ,1,0.00174673779419398,1105,116444640.6474314,0.009602634530306289,0.468931593241164,6,1,0
CA-3-A033999002,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,TZ,1,0,0,703729.7677691766,0.009602634530306289,0.468931593241164,6,1,0
CA-3-A034052001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A01_general,SN,1,0.03214466333509369,-186,13996717.811400425,0.9362685493580276,0.016246791203720634,1.5,1,0
CA-3-A033033007,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,MZ,1,7.999978457462474e-11,-275,87966220.97818437,0.1128897934602008,0.4243433591568432,5.5,1,0
CA-3-A034379001,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,SN,1,0.0160230871449557,0,14001012.54046446,1,NA,1,1,0
CA-3-A034782006,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,TZ,1,2.222222406089713e-10,0,31667839.556650244,0.5283468468388535,0.43921142096597604,3,1,0
CA-3-A034908002,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,1,0.00337696730087921,3897,34699737.93807178,0.6119708680191928,0.42404055895743,2,1,0
XI-IATI-IADB-BA-L1056,Inter-American Development Bank,Multilateral,A02_sector,BB,1,0,345,100000000,0.6666666666666666,0.11111111111111116,2,1,0
XI-IATI-IADB-BA-L1052,Inter-American Development Bank,Multilateral,A02_sector,BB,1,0,361,100000000,0.5,0.25,2,1,0
XI-IATI-IADB-BA-L1048,Inter-American Development Bank,Multilateral,A02_sector,BB,1,0,342,80000000,1,NA,1,1,0
XI-IATI-IADB-BA-L1050,Inter-American Development Bank,Multilateral,A02_sector,BB,1,0,354,120000000,1,NA,1,1,0
XI-IATI-IADB-BA-L1060,Inter-American Development Bank,Multilateral,A02_sector,BB,1,0,362,100000000,0.6666666666666666,0.11111111111111116,2,1,0
XI-IATI-IADB-BO-L1100,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,323,90000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1200,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,246,100000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1112,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,350,120000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1089,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,331,106000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1107,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,321,100000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1104,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,358,142530000,0.4195626858650482,0.33690747564019674,2,1,0
XI-IATI-IADB-BO-L1189,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,351,51600000,1,NA,1,1,0
XI-IATI-IADB-BO-L1183,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,354,140000000,1,NA,1,1,0
XI-IATI-IADB-BO-L1199,Inter-American Development Bank,Multilateral,A02_sector,BO,1,0,347,100000000,1,NA,1,1,0
XI-IATI-IADB-BH-L1052,Inter-American Development Bank,Multilateral,A02_sector,BS,1,0,358,140000000,0.5833333333333334,0.1736111111111111,2,1,0
XI-IATI-IADB-BH-L1050,Inter-American Development Bank,Multilateral,A02_sector,BS,1,0,350,200000000,1,NA,1,1,0
XI-IATI-IADB-BH-L1056,Inter-American Development Bank,Multilateral,A02_sector,BS,1,0,351,160000000,1,NA,1,1,0
XI-IATI-IADB-AR-L1268,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,350,200000000,1,NA,1,1,0
XI-IATI-IADB-AR-L1303,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,360,200000000,1,NA,1,1,0
XI-IATI-IADB-AR-L1304,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,360,300000000,1,NA,1,1,0
XI-IATI-IADB-AR-L1298,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,348,200000000,0.5,0.25,2,1,0
XI-IATI-IADB-AR-L1370,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,334,350000000,0.999908335534573,8.402374240823463e-9,2,1,0
XI-IATI-IADB-AR-L1351,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,358,500000000,1,NA,1,1,0
XI-IATI-IADB-AR-L1283,Inter-American Development Bank,Multilateral,A02_sector,AR,1,0,361,300000000,0.5,0.25,2,1,0
XI-IATI-IADB-CH-L1111,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,186,100000000,0.8076923076923077,0.14792899408284022,1.5,1,0
XI-IATI-IADB-CH-L1157,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,317,50000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1110,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,315,130000000,0.6153846153846154,0.14792899408284022,2,1,0
XI-IATI-IADB-CH-L1172,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,343,100000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1148,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,232,50000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1095,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,1,90000000,0.8717948717948718,0.14792899408284022,1.3333333333333333,1,0
XI-IATI-IADB-CH-L1145,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,320,100000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1160,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,714,500000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1149,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,708,300000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1136,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,431,100000000,0.8717948717948718,0.14792899408284022,1.3333333333333333,1,0
XI-IATI-IADB-CH-L1165,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,668,300000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1135,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,10,100000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1134,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,329,35000000,1,NA,1,1,0
XI-IATI-IADB-CH-L1164,Inter-American Development Bank,Multilateral,A02_sector,CL,1,0,706,100000000,1,NA,1,1,0
XI-IATI-IADB-CR-L1081,Inter-American Development Bank,Multilateral,A02_sector,CR,1,0,352,350000000,1,NA,1,1,0
XI-IATI-IADB-CR-L1145,Inter-American Development Bank,Multilateral,A02_sector,CR,1,0,280,250000000,0.45454545454545453,0.2975206611570247,2,1,0
XI-IATI-IADB-CR-L1142,Inter-American Development Bank,Multilateral,A02_sector,CR,1,0,360,230000000,1,NA,1,1,0
XI-IATI-IADB-CO-L1268,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,352,200000000,0.20701785331609662,0.6288206849594118,2,1,0
XI-IATI-IADB-CO-L1142,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,359,400000000,0.3532318942002768,0.3893525620980327,2.5,1,0
XI-IATI-IADB-CO-L1283,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,355,500000000,0.5714285714285714,0.18367346938775503,2,1,0
XI-IATI-IADB-CO-L1144,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,361,500000000,0.4564637884005535,0.2162051241960654,3,1,0
XI-IATI-IADB-CO-J0014,Inter-American Development Bank,Multilateral,A02_sector,CO,1,-1,278,17589000,0.162332456069813,0.70368369888109,2,1,0
XI-IATI-IADB-CO-L1217,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,357,300000000,0.8977144190889994,0.010462340062300846,2,1,0
XI-IATI-IADB-CO-L1237,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,324,600000000,0.5693736889421637,0.18543901977528043,2,1,0
XI-IATI-IADB-CO-L1274,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,351,300000000,0.20701785331609662,0.6288206849594118,2,1,0
XI-IATI-IADB-CO-L1233,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,306,350000000,0.4326471407657181,0.2740831360968111,2.5,1,0
XI-IATI-IADB-CO-L1162,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,296,400000000,0.3432604336561809,0.38583486428307306,3,1,0
XI-IATI-IADB-CO-L1252,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,350,300000000,0.5146868444710818,0.23851950988764026,2,1,0
XI-IATI-IADB-CO-L1163,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,356,400000000,0.3432604336561809,0.38583486428307306,3,1,0
XI-IATI-IADB-CO-L1254,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,354,850000000,0.46,0.2916000000000001,2,1,0
XI-IATI-IADB-CO-L1141,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,358,400000000,0.25,0.5625,2,1,0
XI-IATI-IADB-CO-L1214,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,349,450000000,0.8977144190889994,0.010462340062300846,2,1,0
XI-IATI-IADB-CO-L1227,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,234,600000000,0.29592059258927245,0.36272725241834175,3,1,0
XI-IATI-IADB-CO-L1272,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,358,300000000,0.11764705882352941,0.7785467128027681,2,1,0
XI-IATI-IADB-CO-L1291,Inter-American Development Bank,Multilateral,A02_sector,CO,1,0,361,500000000,0.5714285714285714,0.18367346938775503,2,1,0
XI-IATI-IADB-DR-L1132,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,360,250000000,0.8333333333333333,0.11111111111111116,1.5,1,0
XI-IATI-IADB-DR-L1146,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,252,250000000,0.38461538461538464,0.37869822485207105,2,1,0
XI-IATI-IADB-DR-L1058,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,362,400000000,1,NA,1,1,0
XI-IATI-IADB-DR-L1072,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,335,250000000,0.8695652173913043,0.017013232514177745,2,1,0
XI-IATI-IADB-DR-L1121,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,291,300000000,1,NA,1,1,0
XI-IATI-IADB-DR-L1144,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,347,250000000,0.6666666666666666,0.11111111111111116,2,1,0
XI-IATI-IADB-DR-L1162,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,704,300000000,0.38461538461538464,0.37869822485207105,2,1,0
XI-IATI-IADB-DR-L1079,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,24,300000000,0.9347826086956521,0.017013232514177745,1.5,1,0
XI-IATI-IADB-DR-L1073,Inter-American Development Bank,Multilateral,A02_sector,DO,1,0,325,150000000,0.8695652173913043,0.017013232514177745,2,1,0
XI-IATI-IADB-BR-L1385,Inter-American Development Bank,Multilateral,A02_sector,BR,1,0,407,184000000,0.3640202376699355,0.4044702580934053,2,1,0
XI-IATI-IADB-BR-L1575,Inter-American Development Bank,Multilateral,A02_sector,BR,1,0,890,104000000,0.2777210393101046,0.5216868970552755,2,1,0
XI-IATI-IADB-BR-L1381,Inter-American Development Bank,Multilateral,A02_sector,BR,1,0,572,400000000,0.3640202376699355,0.4044702580934053,2,1,0
XI-IATI-IADB-BR-L1375,Inter-American Development Bank,Multilateral,A02_sector,BR,1,0,535,200000000,0.3640202376699355,0.4044702580934053,2,1,0
XI-IATI-IADB-BR-L1374,Inter-American Development Bank,Multilateral,A02_sector,BR,1,0,497,250000000,0.3640202376699355,0.4044702580934053,2,1,0
XI-IATI-IADB-GU-L1085,Inter-American Development Bank,Multilateral,A02_sector,GT,1,0,108,250000000,0.423728813559322,0.33208848032174665,2,1,0
XI-IATI-IADB-GU-L1096,Inter-American Development Bank,Multilateral,A02_sector,GT,1,0,543,250000000,0.5555555555555556,0.19753086419753085,2,1,0
XI-IATI-IADB-GY-L1086,Inter-American Development Bank,Multilateral,A02_sector,GY,1,0,355,30000000,0.4562906834476996,0.29561982090576966,2,1,0
XI-IATI-IADB-GY-L1067,Inter-American Development Bank,Multilateral,A02_sector,GY,1,0,352,11640000,0.5726879099872888,0.7303824890841254,1.5,1,0
XI-IATI-IADB-GY-L1043,Inter-American Development Bank,Multilateral,A02_sector,GY,1,0,360,17160000,1,NA,1,1,0
XI-IATI-IADB-GY-L1075,Inter-American Development Bank,Multilateral,A02_sector,GY,1,0,355,34000000,1,NA,1,1,0
XI-IATI-IADB-GY-L1083,Inter-American Development Bank,Multilateral,A02_sector,GY,1,0,356,130000000,1,NA,1,1,0
XI-IATI-IADB-EC-L1280,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,358,400000000,0.6756756756756757,0.42074506939371803,1.5,1,0
XI-IATI-IADB-EC-L1265,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,359,280000000,0.3006993006993007,0.489021468042447,2,1,0
XI-IATI-IADB-EC-L1140,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,363,500000000,1,NA,1,1,0
XI-IATI-IADB-EC-L1287,Inter-American Development Bank,Multilateral,A02_sector,EC,1,-0.8999999999999999,354,500000000,0.6551724137931034,0.11890606420927469,2,1,0
XI-IATI-IADB-EC-L1277,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,352,250000000,0.35135135135135137,0.42074506939371803,2,1,0
XI-IATI-IADB-EC-L1273,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,358,200000000,1,NA,1,1,0
XI-IATI-IADB-EC-L1238,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,398,100000000,0.537002315339792,0.8557329666955519,2,1,0
XI-IATI-IADB-EC-L1252,Inter-American Development Bank,Multilateral,A02_sector,EC,1,0,4,300000000,0.4582346437929615,0.6723772173689995,2,1,0
XI-IATI-IADB-HO-L1207,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,337,60000000,0.7937088937369656,0.08382027118435145,2,1,0
XI-IATI-IADB-HO-L1193,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,342,49780000,0.9982806192802776,2.9562700593066538e-6,2,1,0
XI-IATI-IADB-HO-L1204,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,352,59500000,0.9968449335258839,9.95444445606175e-6,2,1,0
XI-IATI-IADB-HO-L1103,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,356,60000000,0.6582148327198613,0.10847241687150355,3,1,0
XI-IATI-IADB-HO-L1219,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,280,118480000,1,NA,1,1,0
XI-IATI-IADB-HO-L1206,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,349,111650000,0.5905728539480475,0.16763058792424684,2,1,0
XI-IATI-IADB-HO-L1198,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,352,90000000,0.9982806192802776,2.9562700593066538e-6,2,1,0
XI-IATI-IADB-HO-L1232,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,347,195000000,1,NA,1,1,0
XI-IATI-IADB-HO-L1182,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,318,50000000,0.9902505987412962,9.505082490324224e-5,2,1,0
XI-IATI-IADB-HO-L1118,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,358,40000000,0.6582148327198613,0.10847241687150355,3,1,0
XI-IATI-IADB-HO-L1070,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,359,130000000,0.6964913846392342,0.0869082052963952,3,1,0
XI-IATI-IADB-HO-L1189,Inter-American Development Bank,Multilateral,A02_sector,HN,1,0,344,50000000,0.9942656090107869,4.9003547481274445e-5,2,1,0
XI-IATI-IADB-JA-L1086,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,353,100000000,0.5882352941176471,0.1695501730103806,2,1,0
XI-IATI-IADB-JA-L1033,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,344,25000000,0.6739130434782609,0.1063327032136106,2,1,0
XI-IATI-IADB-JA-L1058,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,353,100000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1080,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,353,50000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1078,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,428,110000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1014,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,359,60000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1087,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,354,75000000,0.3333333333333333,0.4444444444444445,2,1,0
XI-IATI-IADB-JA-L1051,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,359,130000000,0.6739130434782609,0.1063327032136106,2,1,0
XI-IATI-IADB-JA-L1055,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,361,50000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1038,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,359,80000000,1,NA,1,1,0
XI-IATI-IADB-JA-L1088,Inter-American Development Bank,Multilateral,A02_sector,JM,1,0,354,100000000,1,NA,1,1,0
XI-IATI-IADB-ME-L1144,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,305,800000000,0.7664069889784244,0.21826277919250375,1.5,1,0
XI-IATI-IADB-ME-L1189,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,355,600000000,1,NA,1,1,0
XI-IATI-IADB-ME-L1331,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,352,600000000,0.9975062344139651,6.218866798080036e-6,2,1,0
XI-IATI-IADB-ME-L1264,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,343,600000000,1,NA,1,1,0
XI-IATI-IADB-ME-L1322,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,342,500000000,0.5,0.25,2,1,0
XI-IATI-IADB-ME-L1299,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,331,700000000,0.42391304347826086,0.3376654064272212,2,1,0
XI-IATI-IADB-ME-L1315,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,353,700000000,0.7487531172069826,0.12500310943339904,2,1,0
XI-IATI-IADB-ME-L1289,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,131,800000000,0.36141304347826086,0.4079779064272212,2,1,0
XI-IATI-IADB-ME-L1294,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,347,600000000,0.5404411764705883,0.23856509515570934,2,1,0
XI-IATI-IADB-ME-L1266,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,351,600000000,0.8529411764705883,0.08650519031141868,1.5,1,0
XI-IATI-IADB-ME-L1276,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,362,600000000,0.7058823529411765,0.08650519031141868,2,1,0
XI-IATI-IADB-ME-L1253,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,357,650000000,1,NA,1,1,0
XI-IATI-IADB-ME-L1186,Inter-American Development Bank,Multilateral,A02_sector,MX,1,0,341,600000000,1,NA,1,1,0
