iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
XM-DAC-46004-53221-001-LN3976,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,290204000,0.39559560624907675,0.3738625382100042,3,1,0
XM-DAC-46004-53221-001-LN3975,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,9796000,0.39559560624907675,0.3738625382100042,3,1,0
XM-DAC-46004-52049-003-LN4018,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,300000000,0.39559560624907675,0.3738625382100042,3,1,0
XM-DAC-46004-53165-002-LN4159,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,300000000,0.635652751726832,0.25977456289564776,2.5,1,0
XM-DAC-46004-53221-003-LN4176,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,300000000,0.9991683214495172,6.916892113517648e-7,2,1,0
XM-DAC-46004-56148-001-LN4234,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,1250000000,0.6106918307209378,0.30245074745768374,2.5,1,0
XM-DAC-46004-56148-001-LN4235,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,250000000,0.6106918307209378,0.30245074745768374,2.5,1,0
XM-DAC-46004-54424-001-LN4427,Asian Development Bank,Multilateral,A01_general,PK,1,0,0,100000000,0.22221533999235837,0.6049008032261561,3,1,0
XM-DAC-46004-56006-001-LN4406,Asian Development Bank,Multilateral,A01_general,PK,1,1,-91,300000000,0.22221533999235837,0.6049008032261561,3,1,1
XM-DAC-46004-51350-001-LN3675,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,300000000,0.375,0.390625,2,1,0
XM-DAC-46004-51348-001-LN3869,Asian Development Bank,Multilateral,A01_general,UZ,1,0,-549,50000000,0.42427981798010567,0.3350561690061128,2,1,0
XM-DAC-46004-51350-003-LN3866,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,300000000,0.375,0.390625,2,1,0
XM-DAC-46004-54160-001-LN3939,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,500000000,0.5087719298245614,0.2413050169282856,2,1,0
XM-DAC-46004-54269-001-LN3980,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,200000000,0.5087719298245614,0.2413050169282856,2,1,0
XM-DAC-46004-53161-001-LN4123,Asian Development Bank,Multilateral,A01_general,UZ,1,1,-60,100000000,0.3890675241157556,0.37323849009005283,2,1,1
XM-DAC-46004-42007-020-LN4156,Asian Development Bank,Multilateral,A01_general,UZ,1,1,0,19717136,0.3890675241157556,0.37323849009005283,2,1,1
XM-DAC-46004-42007-020-LN4157,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,80000000,0.3890675241157556,0.37323849009005283,2,1,0
XM-DAC-46004-56149-001-LN4225,Asian Development Bank,Multilateral,A01_general,UZ,1,0,0,500000000,0.3890675241157556,0.37323849009005283,2,1,0
XM-DAC-46004-40354-013-LN2642,Asian Development Bank,Multilateral,A01_general,VN,1,-0.04249687666666668,-462,30000000,0.22981194529464283,0.5253026565265846,5,1,0
XM-DAC-46004-41360-014-LN3050,Asian Development Bank,Multilateral,A01_general,VN,1,-0.01985839999999994,-140,50000000,0.22981194529464283,0.5253026565265846,5,1,0
XM-DAC-46004-44251-013-LN3081,Asian Development Bank,Multilateral,A01_general,VN,1,-0.00399393599999986,-140,45000000,0.22981194529464283,0.5253026565265846,5,1,0
XM-DAC-46004-42235-023-LN3213,Asian Development Bank,Multilateral,A01_general,VN,1,0.05239044459999997,-92,50000000,0.5620276029111314,0.16937595776635878,5,1,0
XM-DAC-46004-47293-001-LN3227,Asian Development Bank,Multilateral,A01_general,VN,1,0,-70,140000000,0.5620276029111314,0.16937595776635878,5,1,0
XM-DAC-46004-47293-001-LN3228,Asian Development Bank,Multilateral,A01_general,VN,1,0.04962983988888891,-70,90000000,0.5620276029111314,0.16937595776635878,5,1,0
XM-DAC-46004-44251-034-LN3335,Asian Development Bank,Multilateral,A01_general,VN,1,-0.00416675799999999,0,100000000,0.7741459622709745,0.08475333492690565,4.5,1,0
XM-DAC-46004-47140-002-LN3493,Asian Development Bank,Multilateral,A01_general,VN,1,0.01362457680000006,-359,50000000,0.9997130598433881,1.424047892939484e-7,2.5,1,0
XM-DAC-46004-50051-001-LN3503,Asian Development Bank,Multilateral,A01_general,VN,1,-0.00494631031543058,-365,117300000,0.9994261196867762,1.424047892939484e-7,4,1,0
XM-DAC-46004-49331-001-LN3743,Asian Development Bank,Multilateral,A01_general,VN,1,0,-46,100000000,0.7222222036654771,0.30864192376213695,2,1,0
XM-DAC-46004-50285-002-LN3758,Asian Development Bank,Multilateral,A01_general,VN,1,0,-1084,88600000,0.8148148024436515,0.30864192376213695,1.6666666666666667,1,0
AU-5-INL354-VN,Australian Aid,Bilateral,A02_sector,VN,1,0,0,2500340.7284000064,0.01312265266320417,0.8042313980147074,4.4,1,0
AU-5-INJ438-VU,Australian Aid,Bilateral,A02_sector,VU,1,0.00446401060322909,184,32235598.79000008,0.8707483744031359,0.8185931532521642,1.1428571428571428,1,0
AU-5-INJ402-WS,Australian Aid,Bilateral,A02_sector,WS,1,0.20254672119899553,0,6782632.628500016,0.5558722498399482,0.4227991399956373,2,1,0
AU-5-INJ648-ID,Australian Aid,Bilateral,A02_sector,ID,1,0.00145685940031514,0,253776286.86750063,0.04269197048718107,0.5714805063404959,2.75,1,0
46002-P-DZ-K00-007,African Development Bank,Multilateral,A01_general,DZ,1,0.06431603773588968,365,1025460547.7029648,1,NA,1,1,0
46002-P-AO-FA0-002,African Development Bank,Multilateral,A02_sector,AO,1,0.04157134000848028,173,988399010.4379264,1,NA,1,1,0
46002-P-AO-K00-007,African Development Bank,Multilateral,A01_general,AO,1,0.00147601751484938,365,164965113.05154416,1,NA,1,1,0
46002-P-BW-K00-004,African Development Bank,Multilateral,A01_general,BW,1,0.00410017164789178,-224,135139797.79145032,1,NA,1,1,0
46002-P-BJ-FZ0-001,African Development Bank,Multilateral,A02_sector,BJ,1,0,-1,27013575.94923835,1,NA,1,1,0
46002-P-BJ-K00-005,African Development Bank,Multilateral,both,BJ,1,0,0,9492722.47212191,0.1231502402558264,0.7665220495456346,2.5,1,0
46002-P-BJ-K00-006,African Development Bank,Multilateral,both,BJ,1,0,0,6837848.026937635,0.07413191949675518,0.8427476076917855,3,1,0
46002-P-BJ-KZ0-001,African Development Bank,Multilateral,A01_general,BJ,1,0,395,6916126.372545962,0.06925317501699774,0.8458573659383821,3,1,0
46002-P-BJ-KF0-001,African Development Bank,Multilateral,A01_general,BJ,1,0,-121,42446030.48248797,0.2268036828972088,0.588145242106342,4,1,0
AU-5-INI950-NR,Australian Aid,Bilateral,A02_sector,NR,1,0.148278877813266,365,25127101.48840006,0.7270674872445513,0.45888362216972617,1.4285714285714286,1,0
46002-P-BI-I00-004,African Development Bank,Multilateral,A02_sector,BI,1,0,-102,1356103.21030313,1,NA,1,1,0
46002-P-BF-FA0-008,African Development Bank,Multilateral,A02_sector,BF,1,0,366,27122064.206062596,0.3231644940033186,0.35178260391606764,4,1,0
46002-P-BF-KA0-009,African Development Bank,Multilateral,A01_general,BF,1,0,0,27122064.206062596,0.3231644940033186,0.35178260391606764,4,1,0
46002-P-BF-KZ0-003,African Development Bank,Multilateral,both,BF,1,0,0,54244128.41212519,0.24934766080227946,0.4810406835762247,4,1,0
46002-P-BF-KZ0-001,African Development Bank,Multilateral,A02_sector,BF,1,0,0,13561032.103031298,0.10669752766906937,0.6100260557910141,4,1,0
AU-5-INK561-SB,Australian Aid,Bilateral,A02_sector,SB,1,2.6600973291246444e-4,0,51902950.500500135,0.8975958095402915,0.04368325390401162,1.5,1,0
AU-5-INL121-SB,Australian Aid,Bilateral,A02_sector,SB,1,0.1132609277108434,184,57012700.00000015,0.7998110626070204,0.09274614329583374,1.8,1,0
AU-5-INL126-SB,Australian Aid,Bilateral,A02_sector,SB,1,0.3031996173913043,365,19748375.000000052,0.7998110626070204,0.09274614329583374,1.8,1,1
AU-5-INL129-SB,Australian Aid,Bilateral,A02_sector,SB,1,0.02154081086130244,184,39507572.10950011,0.7920953712412535,0.08474808534206894,1.8333333333333333,1,0
AU-5-INL683-TO,Australian Aid,Bilateral,A02_sector,TO,1,0.05946536518170708,548,11800214.57290003,0.3920118614655895,0.44210488528988234,2.1666666666666665,1,0
AU-5-INJ899-TV,Australian Aid,Bilateral,A01_general,TV,1,-0.06502088780451554,365,19831594.99570005,0.38957497389300955,0.42580543578985064,2.142857142857143,1,0
AU-5-INJ128-VN,Australian Aid,Bilateral,A02_sector,VN,1,-2.765350126665567e-8,0,49679061.60680013,0.02117302889443983,0.6782367222280885,4.666666666666667,1,0
46002-P-CV-K00-013,African Development Bank,Multilateral,A01_general,CV,1,0.03504801284625303,0,23048672.34783505,0.4286233215149043,0.3264713087166605,2,1,0
46002-P-CV-KA0-005,African Development Bank,Multilateral,A01_general,CV,1,-0.01401502838789214,181,17091009.130642917,0.5268273225559166,0.2238923826796027,2,1,0
46002-P-CV-KA0-008,African Development Bank,Multilateral,A01_general,CV,1,0.01616287363101332,0,22788012.169670213,1,NA,1,1,0
46002-P-CV-KA0-006,African Development Bank,Multilateral,A01_general,CV,1,0.07089863743287317,0,17243276.277550936,0.6124273569947059,0.1502125536061093,2,1,0
46002-P-CV-KA0-007,African Development Bank,Multilateral,A01_general,CV,1,0.00575791248919632,0,22788012.169670213,1,NA,1,1,0
46002-P-CV-K00-016,African Development Bank,Multilateral,A01_general,CV,1,0.03821532893544166,0,34573008.51497206,0.481714679313804,0.2686196736387929,2,1,0
46002-P-CV-KA0-009,African Development Bank,Multilateral,A01_general,CV,1,0.03848380341453483,0,22788012.169670213,0.35582315882067583,0.41496380271177236,2,1,0
46002-P-CV-K00-015,African Development Bank,Multilateral,A01_general,CV,1,0.06467735643461092,-387,23048672.34783505,0.3239667283025711,0.4570209844419296,2,1,0
46002-P-CF-KZ0-002,African Development Bank,Multilateral,A01_general,CF,1,0,275,20341548.154546943,1,NA,1,1,0
46002-P-CF-K00-006,African Development Bank,Multilateral,A01_general,CF,1,0,0,16652947.422522437,1,NA,1,1,0
46002-P-CF-KZ0-003,African Development Bank,Multilateral,A01_general,CF,1,0,0,9980919.627831036,1,NA,1,1,0
46002-P-CF-K00-007,African Development Bank,Multilateral,A01_general,CF,1,0,0,9492722.47212191,0.2782739201500423,0.5208885343355875,2,1,0
46002-P-CF-K00-010,African Development Bank,Multilateral,A01_general,CF,1,0,0,14239083.708182864,0.1556870945682725,0.7128642822785651,2,1,0
46002-P-CF-K00-020,African Development Bank,Multilateral,A01_general,CF,1,0,-153,10170774.077273477,1,NA,1,1,0
46002-P-CM-K00-010,African Development Bank,Multilateral,A01_general,CM,1,0.00296549471589557,0,100267253.55197334,1,NA,1,1,0
46002-P-CM-KA0-011,African Development Bank,Multilateral,A01_general,CM,1,1.6793445316110045e-4,548,207200341.11420155,1,NA,1,1,0
46002-P-CM-K00-009,African Development Bank,Multilateral,A01_general,CM,1,0.02944983330062522,305,171906702.11972493,1,NA,1,1,0
46002-P-CM-KA0-015,African Development Bank,Multilateral,A01_general,CM,1,0.05023758304137515,275,92141992.33259246,1,NA,1,1,0
46002-P-CM-AA0-015,African Development Bank,Multilateral,A01_general,CM,1,0.4650548036350809,-229,72512637.15966895,0.7244721971383258,0.3036622805991265,1.5,1,1
46002-P-CM-KF0-006,African Development Bank,Multilateral,A01_general,CM,1,0.06844852644489707,-189,93687085.30024804,0.44894439427665156,0.3036622805991265,2,1,0
46002-P-KM-K00-006,African Development Bank,Multilateral,A02_sector,KM,1,0,0,5424412.841212519,0.4402406893536991,0.31406253369020753,2,1,0
46002-P-KM-K00-009,African Development Bank,Multilateral,both,KM,1,0,0,20341548.15454695,0.7475759133398202,0.25487167810490374,1.5,1,0
46002-P-TD-KA0-009,African Development Bank,Multilateral,A01_general,TD,1,0,0,61024644.46364084,0.3780582982883643,0.38681148032796525,2,1,0
46002-P-TD-KA0-007,African Development Bank,Multilateral,A01_general,TD,1,0,0,62380747.673943974,0.5069666224822249,0.2430819113465848,2,1,0
46002-P-TD-KA0-006,African Development Bank,Multilateral,both,TD,1,0,1,42238139.86034849,0.4121535477566477,0.3545529705540137,2,1,0
46002-P-TD-KA0-005,African Development Bank,Multilateral,A01_general,TD,1,0,0,18124319.40570133,0.26797673246193954,0.5358580642170987,2,1,0
46002-P-TD-K00-009,African Development Bank,Multilateral,A01_general,TD,1,0,0,20341548.15454695,1,NA,1,1,0
46002-P-CG-K00-009,African Development Bank,Multilateral,A01_general,CG,1,0.04670782561228548,-9,214966177.55188113,1,NA,1,1,0
46002-P-CG-K00-012,African Development Bank,Multilateral,A01_general,CG,1,0.03564119770883589,-272,105902396.5733984,0.999116488228797,7.805930498649971e-7,2,1,0
46002-P-CI-I00-003,African Development Bank,Multilateral,A02_sector,CI,1,0.7207011887531474,1,145414947.2408046,0.262767753378523,0.5498704888208517,2,1,1
46002-P-CI-IZ0-004,African Development Bank,Multilateral,A02_sector,CI,1,4.354059457423176e-8,641,25539491.190075494,0.20745568848152693,0.6463666227043315,2,1,0
46002-P-CI-KA0-009,African Development Bank,Multilateral,A01_general,CI,1,0,181,49134331.515703,0.2790507901089496,0.5197677632425299,2,1,0
46002-P-CI-KA0-012,African Development Bank,Multilateral,A01_general,CI,1,0.02273416251771587,0,87213696.54749684,0.3022755756596951,0.48681937232100975,2,1,0
46002-P-CI-KA0-011,African Development Bank,Multilateral,A01_general,CI,1,0.07600703601402792,0,35141305.46631643,0.24657275479103127,0.5676526138231756,2,1,0
46002-P-CI-KA0-010,African Development Bank,Multilateral,A01_general,CI,1,0.0538072676415321,365,86632772.10549942,0.5444312460988993,0.2075428895310018,2,1,0
46002-P-CD-K00-012,African Development Bank,Multilateral,both,CD,1,0,-125,135610321.030313,1,NA,1,1,0
46002-P-EG-FA0-005,African Development Bank,Multilateral,A02_sector,EG,1,0.02152305446903846,-134,260241903.61632043,1,NA,1,1,0
46002-P-EG-FA0-008,African Development Bank,Multilateral,A02_sector,EG,1,0.05494788951806662,0,96000346.67422467,1,NA,1,1,0
46002-P-EG-K00-011,African Development Bank,Multilateral,A02_sector,EG,1,0.03354547201343516,17,500001183.64756507,0.29587313420898625,0.4957946431286764,2,1,0
46002-P-EG-K00-009,African Development Bank,Multilateral,A02_sector,EG,1,0.00881440460597693,0,495869244.664073,1,NA,1,1,0
46002-P-EG-K00-010,African Development Bank,Multilateral,A02_sector,EG,1,-0.00901839328885478,0,493210940.8508463,1,NA,1,1,0
46002-P-EG-K00-017,African Development Bank,Multilateral,A01_general,EG,1,-0.01258797147318957,-182,268584352.84720653,1,NA,1,1,0
46002-P-GA-K00-015,African Development Bank,Multilateral,A01_general,GA,1,0.07980107702748418,29,58175388.46254511,1,NA,1,1,0
46002-P-GA-K00-013,African Development Bank,Multilateral,A01_general,GA,1,0.03337286554019425,0,116932530.8140552,1,NA,1,1,0
46002-P-GA-KA0-007,African Development Bank,Multilateral,A01_general,GA,1,0.051049070615376,184,116350776.92509022,0.3569503347887758,0.4135128719282675,2,1,0
46002-P-GA-KA0-005,African Development Bank,Multilateral,A01_general,GA,1,0.08958616485054716,96,232701553.85018045,0.7349611179962153,0.07024560897381604,2,1,0
46002-P-GA-KA0-006,African Development Bank,Multilateral,A01_general,GA,1,0.02415479159199884,0,349052330.7752707,0.7349611179962153,0.07024560897381604,2,1,0
46002-P-ET-IZ0-002,African Development Bank,Multilateral,A02_sector,ET,1,0.967741935483871,0,7567055913.491466,0.6812052805545815,0.2744833533870372,3,1,1
46002-P-ET-K00-011,African Development Bank,Multilateral,A01_general,ET,1,0.8738296239101939,0,1779424388.431355,0.2201835216681212,0.5925793999535426,3,1,1
46002-P-ET-K00-015,African Development Bank,Multilateral,A02_sector,ET,1,0,153,120232110.6254755,0.1579219877957601,0.7075755334525939,3,1,0
46002-P-ET-K00-016,African Development Bank,Multilateral,A01_general,ET,1,0,0,162732385.2363756,0.21159200000315892,0.6153804721170459,3,1,0
46002-P-GM-KA0-009,African Development Bank,Multilateral,A01_general,GM,1,0,85,6780516.051515649,1,NA,1,1,0
46002-P-GM-K00-010,African Development Bank,Multilateral,A01_general,GM,1,9.986885245905076e-5,92,827222.9582849093,1,NA,1,1,0
46002-P-GM-K00-011,African Development Bank,Multilateral,A02_sector,GM,1,0.05956657500000018,-493,2712206.4206062597,0.6716268137309933,0.7017763084403552,1.4,1,0
46002-P-GM-J00-002,African Development Bank,Multilateral,A02_sector,GM,1,0.00196365330848102,2,2910197.489310517,0.7819787891257576,0.42779923551963783,1.3333333333333333,1,0
46002-P-GM-K00-013,African Development Bank,Multilateral,A01_general,GM,1,0,0,13561032.103031298,0.3459363673772728,0.42779923551963783,2,1,0
46002-P-GM-KA0-011,African Development Bank,Multilateral,A01_general,GM,1,0.5,-50,13561032.103031298,0.14327162488644357,0.7339835087247147,2,1,1
46002-P-GN-KA0-006,African Development Bank,Multilateral,A01_general,GN,1,0.00149395247148276,365,14266205.772388926,0.5757229029285141,0.7200442203976279,1.5,1,0
DE-1-201165281,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A01_general,BF,1,0,0,13672800,0.05704706474910381,0.6603845286964475,3,1,0
DE-1-201166974,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,BF,1,0,0,7463070,0.05704706474910381,0.6603845286964475,3,1,0
DE-1-201170307,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A01_general,BF,1,0,0,1139400,0.05704706474910381,0.6603845286964475,3,1,0
DE-1-201170323,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,BF,1,0,0,569700,0.024984594303854947,0.7221344700510359,3,1,0
DE-1-201767508,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,BF,1,0,0,7975800,0.04997065284636518,0.7709828884309741,3,1,0
DE-1-201868785,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,BF,1,0,0,20509200,0.06644146803800595,0.6950158855571413,3.3333333333333335,1,0
46002-P-GN-KA0-005,African Development Bank,Multilateral,A02_sector,GN,1,0,0,8665499.513837,0.14965901277507693,0.7230797945546567,2,1,0
46002-P-GN-KZ0-002,African Development Bank,Multilateral,both,GN,1,0,0,32546477.04727512,0.28301361898422256,0.5140694705621015,2,1,0
46002-P-GW-KA0-008,African Development Bank,Multilateral,A01_general,GW,1,0,0,6780516.05151565,1,NA,1,1,0
46002-P-GW-IB0-005,African Development Bank,Multilateral,A02_sector,GW,1,0.00634805606849087,-191,8078306.823775745,1,NA,1,1,0
46002-P-GW-A00-010,African Development Bank,Multilateral,A02_sector,GW,1,1.3799999987185174e-7,-91,6780516.051515649,1,NA,1,1,0
46002-P-GH-K00-013,African Development Bank,Multilateral,A01_general,GH,1,0,0,54244128.41212519,0.22391337716389112,0.403706738055656,4,1,0
46002-P-GH-KA0-006,African Development Bank,Multilateral,A01_general,GH,1,0,92,47463612.36060955,0.180792696331258,0.5923099007558992,3,1,0
46002-P-GH-KA0-008,African Development Bank,Multilateral,A01_general,GH,1,0,0,67127108.91000493,1,NA,1,1,0
46002-P-LR-KA0-004,African Development Bank,Multilateral,A01_general,LR,1,0,0,9492722.47212191,0.25839917011914487,0.5525464964228662,2,1,0
DE-1-201965052,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CI,1,0,0,68591880,0.4555687539011008,0.29640538172880027,2,1,0
46002-P-LR-K00-020,African Development Bank,Multilateral,A01_general,LR,1,0,0,13764447.584576769,0.30914072648957114,0.4772865357953577,2,1,0
46002-P-KE-K00-004,African Development Bank,Multilateral,A01_general,KE,1,0.03759423834659869,-178,102546054.77029648,0.12769141220213026,0.7610531331762587,2,1,0
46002-P-KE-K00-007,African Development Bank,Multilateral,A01_general,KE,1,0.05523347995814431,0,219415291.27062804,0.15710470360079534,0.7104724806919029,2,1,0
46002-P-KE-K00-010,African Development Bank,Multilateral,A01_general,KE,1,0.10453884385806832,-363,103493586.56752647,0.13913085407421394,0.7410956864069924,2,1,0
46002-P-KE-A00-002,African Development Bank,Multilateral,A01_general,KE,1,0.02746363783795558,113,71782238.34327585,0.08265463326939626,0.8415225218621061,2,1,0
46002-P-MG-KA0-009,African Development Bank,Multilateral,A01_general,MG,1,0,191,16951290.128789123,0.2138124448954859,0.6180908718012134,2,1,0
46002-P-MG-K00-010,African Development Bank,Multilateral,A01_general,MG,1,0,0,33902580.25757825,0.38288590243873627,0.380829809408853,2,1,0
46002-P-MG-K00-018,African Development Bank,Multilateral,A01_general,MG,1,0,0,40683096.3090939,0.2242177944672589,0.6158856724984882,2,1,0
46002-P-MG-KA0-012,African Development Bank,Multilateral,A01_general,MG,1,0,0,13520349.006722204,0.10569504527013553,0.7997813520543847,2,1,0
46002-P-MU-K00-004,African Development Bank,Multilateral,A01_general,MU,1,0.1066094178210063,1,319947454.3772978,0.8903123724047787,0.012031375647467923,2,1,0
46002-P-MU-K00-005,African Development Bank,Multilateral,A01_general,MU,1,-0.02546127789407504,1,170396981.51766938,0.8903123724047787,0.012031375647467923,2,1,0
46002-P-MU-K00-008,African Development Bank,Multilateral,A01_general,MU,1,0.04902228348048465,0,218615666.00262815,1,NA,1,1,0
46002-P-MU-K00-009,African Development Bank,Multilateral,A01_general,MU,1,-0.02221026919006141,-120,247771543.20477027,1,NA,1,1,0
46002-P-MR-K00-018,African Development Bank,Multilateral,A01_general,MR,1,0,0,10170774.077273477,0.12394732091006479,0.7674682965406531,2,1,0
46002-P-MR-K00-017,African Development Bank,Multilateral,A01_general,MR,1,0,0,5424412.841212519,1,NA,1,1,0
46002-P-MR-K00-016,African Development Bank,Multilateral,A01_general,MR,1,0,0,9086759.415085563,0.2565493257756416,0.552718905004653,2,1,0
46002-P-MW-IE0-005,African Development Bank,Multilateral,A02_sector,MW,1,0,182,25765960.99575947,0.9859901512305802,1.962758625420058e-4,2,1,0
46002-P-MW-KA0-004,African Development Bank,Multilateral,both,MW,1,0,0,44615795.61897297,0.6014189844390869,0.15886682596556884,2,1,0
44000-P146280,EN: World Bank,Multilateral,A02_sector,AL,1,0.03720084999999995,0,100000000,1,NA,1,1,0
44000-P147226,EN: World Bank,Multilateral,A02_sector,AL,1,0.03740608333333328,0,120000000,1,NA,1,1,0
44000-P152064,EN: World Bank,Multilateral,A02_sector,AL,1,0,0,100000000,1,NA,1,1,0
44000-P155605,EN: World Bank,Multilateral,A02_sector,AL,1,-0.11023528571428565,0,70000000,1,NA,1,1,0
44000-P160594,EN: World Bank,Multilateral,A02_sector,AL,1,-0.01961229999999991,0,10000000,0.598626697876762,0.1611005276573121,2,1,0
44000-P169524,EN: World Bank,Multilateral,A02_sector,AL,1,0,0,80000000,0.799313348938381,0.1611005276573121,1.5,1,0
44000-P178202,EN: World Bank,Multilateral,A02_sector,AL,1,-0.02109355833333337,0,120000000,0.9426100295370431,0.003246182024397415,3,1,0
44000-P168446,EN: World Bank,Multilateral,A02_sector,AF,1,0.00261476000000004,0,100000000,1,NA,1,1,0
46002-P-ML-KA0-009,African Development Bank,Multilateral,both,ML,1,0,0,48819715.570912674,0.9977852130316378,4.9052813152483665e-6,2,1,0
44000-P176137,EN: World Bank,Multilateral,A02_sector,AF,1,0.00702727272727277,0,132000000,1,NA,1,1,0
44000-P174234,EN: World Bank,Multilateral,A02_sector,AF,1,-0.01249352000000003,0,100000000,1,NA,1,1,0
44000-P164882,EN: World Bank,Multilateral,A02_sector,AF,1,0.02690386666666666,0,90000000,1,NA,1,1,0
44000-P160544,EN: World Bank,Multilateral,A02_sector,AF,1,-0.02811739999999996,0,100000000,1,NA,1,1,0
44000-P172211,EN: World Bank,Multilateral,A02_sector,AF,1,9.559000000000096e-4,0,160000000,1,NA,1,1,0
44000-P153234,EN: World Bank,Multilateral,A02_sector,AM,1,0,0,50000000,0.5840736504135693,0.17299472828029366,2,1,0
44000-P169624,EN: World Bank,Multilateral,A02_sector,AM,1,-0.0211110000000001,0,50000000,0.5010051433628,0.24899586695037979,2,1,0
44000-P143040,EN: World Bank,Multilateral,A02_sector,AM,1,0,0,75000000,0.7979062009333067,0.040841903621208986,2,1,0
44000-P176278,EN: World Bank,Multilateral,A02_sector,AM,1,-0.03412919999999997,0,100000000,1,NA,1,1,0
44000-P168336,EN: World Bank,Multilateral,A02_sector,AO,1,0,0,700000000,1,NA,1,1,0
44000-P179512,EN: World Bank,Multilateral,A02_sector,AO,1,0,0,500000000,1,NA,1,1,0
46002-P-ML-KA0-008,African Development Bank,Multilateral,A01_general,ML,1,0,-182,16869923.936170936,0.9977852130316378,4.9052813152483665e-6,2,1,0
44000-P153243,EN: World Bank,Multilateral,A02_sector,AO,1,0,0,450000000,1,NA,1,1,0
44000-P166564,EN: World Bank,Multilateral,A02_sector,AO,1,0,0,500000000,1,NA,1,1,0
44000-P169983,EN: World Bank,Multilateral,A02_sector,AO,1,0,0,500000000,1,NA,1,1,0
44000-P175492,EN: World Bank,Multilateral,A02_sector,BB,1,0,0,100000000,0.5,0.25,2,1,0
44000-P179112,EN: World Bank,Multilateral,A02_sector,BB,1,0,0,100000000,0.3333333333333333,0.4444444444444445,2,1,0
44000-P167889,EN: World Bank,Multilateral,A02_sector,AR,1,0,0,500000000,0.5,0.25,2,1,0
44000-P149768,EN: World Bank,Multilateral,A02_sector,BA,1,-0.1476430500000001,0,80000000,1,NA,1,1,0
44000-P146740,EN: World Bank,Multilateral,A02_sector,BA,1,0.1501498,0,50000000,1,NA,1,1,0
44000-P150941,EN: World Bank,Multilateral,A02_sector,BI,1,0.04789935999999994,0,25000000,1,NA,1,1,0
44000-P166298,EN: World Bank,Multilateral,A02_sector,BF,1,0.01844199999999996,0,100000000,0.7722849637704651,0.02498635293575735,4,1,0
44000-P173529,EN: World Bank,Multilateral,A02_sector,BF,1,0.10049513118171882,0,199451991,0.9964412645347758,2.1667767553079642e-5,2,1,0
44000-P170934,EN: World Bank,Multilateral,A02_sector,BF,1,-0.01703257857384255,0,147950000,0.6916755073550499,0.06479993204892759,4,1,0
44000-P146640,EN: World Bank,Multilateral,A02_sector,BF,1,-0.0023456799999999,0,100000000,0.9309004656147652,0.004774745652256218,2,1,0
44000-P174315,EN: World Bank,Multilateral,A02_sector,BF,1,-0.02264277547474646,0,99743426,0.8455586500418035,0.03240012182214272,3,1,0
44000-P151275,EN: World Bank,Multilateral,A02_sector,BF,1,0.00980567373151763,0,99999656,0.7924704774814751,0.054121143184396175,3,1,0
44000-P157060,EN: World Bank,Multilateral,A02_sector,BF,1,0.02791690999999996,0,100000000,0.9950254065052629,2.4746580437828847e-5,2,1,0
44000-P163283,EN: World Bank,Multilateral,A02_sector,BF,1,-0.05044132505534171,0,74885959,0.8700223205633003,0.013012895669968938,3,1,0
44000-P150751,EN: World Bank,Multilateral,A02_sector,BO,1,0.01409570999999998,0,200000000,0.5804373141349518,0.17603284737029312,2,1,0
46002-P-ML-KA0-004,African Development Bank,Multilateral,A01_general,ML,1,0,0,31394602.98044364,0.6123247390696995,0.15029210793737657,2,1,0
