iatiidentifier,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy
46002-P-TD-KA0-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
BJ-IFU-6201810251129-RGS0123375-29295,110,Standard grant,10,ODA,5,,,0
46002-P-TD-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-TD-K00-003,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
BJ-IFU-6200901944008-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
46002-P-TD-KA0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-TD-KA0-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-TD-K00-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-TD-AB0-005,,,,,,2,Multilateral (inflows),1
46002-P-CG-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CG-K00-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CG-K00-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CG-K00-012,,,,,,2,Multilateral (inflows),1
46002-P-DJ-K00-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-DJ-KF0-010,,,,,,2,Multilateral (inflows),1
46002-P-DJ-K00-003,,,,,,2,Multilateral (inflows),1
46002-P-CI-I00-003,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-IZ0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-IZ0-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-KA0-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-KA0-012,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-KA0-011,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-KA0-010,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CI-AA0-037,,,,,,2,Multilateral (inflows),1
46002-P-CI-KA0-013,,,,,,2,Multilateral (inflows),1
46002-P-CI-BG0-002,,,,,,2,Multilateral (inflows),1
46002-P-CI-KA0-014,,,,,,2,Multilateral (inflows),1
46002-P-GQ-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CD-K00-012,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-CD-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-FA0-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-FA0-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-HZ0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-IBZ-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-K00-011,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-K00-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-K00-010,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-EG-K00-017,,,,,,2,Multilateral (inflows),1
46002-P-EG-K00-016,,,,,,2,Multilateral (inflows),1
46002-P-EG-BG0-003,,,,,,2,Multilateral (inflows),1
46002-P-GA-K00-015,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-K00-013,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-KA0-007,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-K00-003,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-KA0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-KA0-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GA-KA0-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-IZ0-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-K00-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-K00-010,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-K00-011,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-K00-015,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-K00-016,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-ET-KF0-007,,,,,,2,Multilateral (inflows),1
46002-P-ET-AAZ-002,,,,,,2,Multilateral (inflows),1
46002-P-GM-KA0-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GM-K00-010,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GM-K00-011,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
46002-P-GM-J00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GM-K00-013,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GM-KA0-011,,,,,,2,Multilateral (inflows),1
46002-P-GN-KA0-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
DE-1-201165281,110,Standard grant,10,ODA,3,1,Bilateral,1
DE-1-201166974,110,Standard grant,10,ODA,3,1,Bilateral,1
DE-1-201170307,110,Standard grant,10,ODA,3,1,Bilateral,1
DE-1-201170323,110,Standard grant,10,ODA,3,1,Bilateral,1
DE-1-201767508,110,Standard grant,10,ODA,3,1,Bilateral,1
DE-1-201868785,110,Standard grant,10,ODA,3,1,Bilateral,1
46002-P-GN-KA0-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GN-KZ0-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GW-KA0-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GW-IB0-005,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
46002-P-GW-A00-010,,,,,,2,Multilateral (inflows),1
46002-P-GW-KA0-009,,,,,,2,Multilateral (inflows),1
46002-P-GH-K00-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-K00-012,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-KA0-003,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-K00-013,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-KA0-006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-KA0-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-GH-K00-018,,,,,,2,Multilateral (inflows),1
46002-P-GH-I00-003,,,,,,2,Multilateral (inflows),1
46002-P-LS-KA0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-LS-KE0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-LR-KA0-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
DE-1-201965052,421,Standard loan,10,ODA,3,1,Bilateral,1
46002-P-LR-K00-020,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-LR-AA0-013,,,,,,2,Multilateral (inflows),1
46002-P-LR-K00-023,,,,,,2,Multilateral (inflows),1
46002-P-KE-K00-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-AA0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-KA0-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-KA0-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-KD0-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-HB0-009,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
46002-P-KE-K00-007,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-KE-K00-010,,,,,,2,Multilateral (inflows),1
46002-P-KE-A00-002,,,,,,2,Multilateral (inflows),1
46002-P-KE-IA0-005,,,,,,2,Multilateral (inflows),1
46002-P-KE-K00-012,,,,,,2,Multilateral (inflows),1
46002-P-KE-K00-013,,,,,,2,Multilateral (inflows),1
46002-P-KE-K00-015,,,,,,2,Multilateral (inflows),1
46002-P-MG-KA0-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-K00-001,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-K00-007,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-K00-010,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-K00-018,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-KA0-012,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MG-K00-021,,,,,,2,Multilateral (inflows),1
46002-P-MU-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MU-K00-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MU-K00-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MU-K00-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MU-K00-009,,,,,,2,Multilateral (inflows),1
46002-P-MU-K00-010,,,,,,2,Multilateral (inflows),1
46002-P-MR-K00-018,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MR-K00-017,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MR-K00-016,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MW-K00-002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MW-KZ0-003,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MW-IE0-005,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MW-KA0-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
46002-P-MW-AA0-040,,,,,,2,Multilateral (inflows),1
44000-P146280,,,,,5,2,Multilateral (inflows),1
44000-P147226,,,,,5,2,Multilateral (inflows),1
44000-P152064,,,,,5,2,Multilateral (inflows),1
44000-P155605,,,,,5,2,Multilateral (inflows),1
44000-P160594,,,,,5,2,Multilateral (inflows),1
44000-P169524,,,,,5,2,Multilateral (inflows),1
44000-P178202,,,,,5,2,Multilateral (inflows),1
44000-P180679,,,,,5,2,Multilateral (inflows),1
44000-P168446,,,,,5,2,Multilateral (inflows),1
46002-P-ML-KA0-009,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
44000-P176137,,,,,5,2,Multilateral (inflows),1
44000-P174234,,,,,5,2,Multilateral (inflows),1
44000-P164882,,,,,5,2,Multilateral (inflows),1
44000-P160544,,,,,5,2,Multilateral (inflows),1
44000-P172211,,,,,5,2,Multilateral (inflows),1
44000-P153234,,,,,5,2,Multilateral (inflows),1
44000-P127754,,,,,5,2,Multilateral (inflows),1
44000-P179849,,,,,5,2,Multilateral (inflows),1
44000-P169624,,,,,5,2,Multilateral (inflows),1
44000-P143040,,,,,5,2,Multilateral (inflows),1
44000-P508569,,,,,5,2,Multilateral (inflows),1
44000-P176278,,,,,5,2,Multilateral (inflows),1
44000-P168336,,,,,5,2,Multilateral (inflows),1
44000-P179513,,,,,5,2,Multilateral (inflows),1
44000-P511848,,,,,5,2,Multilateral (inflows),1
44000-P179512,,,,,5,2,Multilateral (inflows),1
46002-P-ML-KA0-008,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
44000-P153243,,,,,5,2,Multilateral (inflows),1
44000-P166564,,,,,5,2,Multilateral (inflows),1
44000-P169983,,,,,5,2,Multilateral (inflows),1
44000-P175492,,,,,5,2,Multilateral (inflows),1
44000-P179112,,,,,5,2,Multilateral (inflows),1
44000-P507916,,,,,5,2,Multilateral (inflows),1
44000-P167889,,,,,5,2,Multilateral (inflows),1
44000-P168713,,,,,5,2,Multilateral (inflows),1
44000-P509552,,,,,5,2,Multilateral (inflows),1
44000-P149768,,,,,5,2,Multilateral (inflows),1
44000-P175191,,,,,5,2,Multilateral (inflows),1
44000-P146740,,,,,5,2,Multilateral (inflows),1
44000-P180544,,,,,5,2,Multilateral (inflows),1
44000-P150941,,,,,5,2,Multilateral (inflows),1
44000-P166298,,,,,5,2,Multilateral (inflows),1
44000-P173529,,,,,5,2,Multilateral (inflows),1
44000-P170934,,,,,5,2,Multilateral (inflows),1
44000-P146640,,,,,5,2,Multilateral (inflows),1
44000-P174315,,,,,5,2,Multilateral (inflows),1
44000-P151275,,,,,5,2,Multilateral (inflows),1
44000-P157060,,,,,5,2,Multilateral (inflows),1
44000-P163283,,,,,5,2,Multilateral (inflows),1
44000-P150751,,,,,5,2,Multilateral (inflows),1
46002-P-ML-KA0-004,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
44000-P132786,,,,,5,2,Multilateral (inflows),1
44000-P146665,,,,,5,2,Multilateral (inflows),1
44000-P166115,,,,,5,2,Multilateral (inflows),1
44000-P168668,,,,,5,2,Multilateral (inflows),1
44000-P172749,,,,,5,2,Multilateral (inflows),1
44000-P176513,,,,,5,2,Multilateral (inflows),1
44000-P178042,,,,,5,2,Multilateral (inflows),1
44000-P180286,,,,,5,2,Multilateral (inflows),1
44000-P181457,,,,,5,2,Multilateral (inflows),1
44000-P510638,,,,,5,2,Multilateral (inflows),1
44000-P175490,,,,,5,2,Multilateral (inflows),1
44000-P157469,,,,,5,2,Multilateral (inflows),1
44000-P178635,,,,,5,2,Multilateral (inflows),1
44000-P509816,,,,,5,2,Multilateral (inflows),1
44000-P177712,,,,,5,2,Multilateral (inflows),1
44000-P147806,,,,,5,2,Multilateral (inflows),1
44000-P173008,,,,,5,2,Multilateral (inflows),1
44000-P500536,,,,,5,2,Multilateral (inflows),1
44000-P171780,,,,,5,2,Multilateral (inflows),1
44000-P168166,,,,,5,2,Multilateral (inflows),1
44000-P175758,,,,,5,2,Multilateral (inflows),1
44000-P176810,,,,,5,2,Multilateral (inflows),1
44000-P175934,,,,,5,2,Multilateral (inflows),1
44000-P505490,,,,,5,2,Multilateral (inflows),1
44000-P505866,,,,,5,2,Multilateral (inflows),1
44000-P507322,,,,,5,2,Multilateral (inflows),1
44000-P181501,,,,,5,2,Multilateral (inflows),1
44000-P172455,,,,,5,2,Multilateral (inflows),1
44000-P509756,,,,,5,2,Multilateral (inflows),1
44000-P126749,,,,,5,2,Multilateral (inflows),1
44000-P147695,,,,,5,2,Multilateral (inflows),1
44000-P506861,,,,,5,2,Multilateral (inflows),1
44000-P147984,,,,,5,2,Multilateral (inflows),1
44000-P179182,,,,,5,2,Multilateral (inflows),1
44000-P147913,,,,,5,2,Multilateral (inflows),1
44000-P148083,,,,,5,2,Multilateral (inflows),1
44000-P146981,,,,,5,2,Multilateral (inflows),1
44000-P153203,,,,,5,2,Multilateral (inflows),1
44000-P506321,,,,,5,2,Multilateral (inflows),1
44000-P129652,,,,,5,2,Multilateral (inflows),1
44000-P178729,,,,,5,2,Multilateral (inflows),1
44000-P512526,,,,,5,2,Multilateral (inflows),1
44000-P132768,,,,,5,2,Multilateral (inflows),1
44000-P164588,,,,,5,2,Multilateral (inflows),1
44000-P500614,,,,,5,2,Multilateral (inflows),1
44000-P177632,,,,,5,2,Multilateral (inflows),1
44000-P147979,,,,,5,2,Multilateral (inflows),1
44000-P180497,,,,,5,2,Multilateral (inflows),1
44000-P505235,,,,,5,2,Multilateral (inflows),1
44000-P126351,,,,,5,2,Multilateral (inflows),1
44000-P168035,,,,,5,2,Multilateral (inflows),1
44000-P168474,,,,,5,2,Multilateral (inflows),1
44000-P164442,,,,,5,2,Multilateral (inflows),1
44000-P178614,,,,,5,2,Multilateral (inflows),1
46002-P-ML-KA0-007,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
44000-P180093,,,,,5,2,Multilateral (inflows),1
44000-P180398,,,,,5,2,Multilateral (inflows),1
44000-P167190,,,,,5,2,Multilateral (inflows),1
44000-P168724,,,,,5,2,Multilateral (inflows),1
44000-P168725,,,,,5,2,Multilateral (inflows),1
44000-P174892,,,,,5,2,Multilateral (inflows),1
44000-P178481,,,,,5,2,Multilateral (inflows),1
44000-P179079,,,,,5,2,Multilateral (inflows),1
44000-P180439,,,,,5,2,Multilateral (inflows),1
44000-P511201,,,,,5,2,Multilateral (inflows),1
44000-P154213,,,,,5,2,Multilateral (inflows),1
44000-P155259,,,,,5,2,Multilateral (inflows),1
44000-P166388,,,,,5,2,Multilateral (inflows),1
44000-P127449,,,,,5,2,Multilateral (inflows),1
44000-P178064,,,,,5,2,Multilateral (inflows),1
44000-P169828,,,,,5,2,Multilateral (inflows),1
44000-P143781,,,,,5,2,Multilateral (inflows),1
44000-P158463,,,,,5,2,Multilateral (inflows),1
44000-P510901,,,,,5,2,Multilateral (inflows),1
44000-P163284,,,,,5,2,Multilateral (inflows),1
44000-P179006,,,,,5,2,Multilateral (inflows),1
44000-P174110,,,,,5,2,Multilateral (inflows),1
44000-P180234,,,,,5,2,Multilateral (inflows),1
44000-P177460,,,,,5,2,Multilateral (inflows),1
44000-P179141,,,,,5,2,Multilateral (inflows),1
44000-P507861,,,,,5,2,Multilateral (inflows),1
44000-P163657,,,,,5,2,Multilateral (inflows),1
44000-P166694,,,,,5,2,Multilateral (inflows),1
44000-P168332,,,,,5,2,Multilateral (inflows),1
44000-P175249,,,,,5,2,Multilateral (inflows),1
44000-P180017,,,,,5,2,Multilateral (inflows),1
44000-P111926,,,,,5,2,Multilateral (inflows),1
44000-P171912,,,,,5,2,Multilateral (inflows),1
44000-P174786,,,,,5,2,Multilateral (inflows),1
44000-P177029,,,,,5,2,Multilateral (inflows),1
44000-P179861,,,,,5,2,Multilateral (inflows),1
44000-P181372,,,,,5,2,Multilateral (inflows),1
44000-P508347,,,,,5,2,Multilateral (inflows),1
44000-P145605,,,,,5,2,Multilateral (inflows),1
44000-P154821,,,,,5,2,Multilateral (inflows),1
44000-P176505,,,,,5,2,Multilateral (inflows),1
44000-P158739,,,,,5,2,Multilateral (inflows),1
44000-P170728,,,,,5,2,Multilateral (inflows),1
44000-P149609,,,,,5,2,Multilateral (inflows),1
44000-P150475,,,,,5,2,Multilateral (inflows),1
44000-P174118,,,,,5,2,Multilateral (inflows),1
44000-P180566,,,,,5,2,Multilateral (inflows),1
44000-P181080,,,,,5,2,Multilateral (inflows),1
44000-P161642,,,,,5,2,Multilateral (inflows),1
44000-P173424,,,,,5,2,Multilateral (inflows),1
44000-P180033,,,,,5,2,Multilateral (inflows),1
44000-P126583,,,,,5,2,Multilateral (inflows),1
44000-P145766,,,,,5,2,Multilateral (inflows),1
44000-P175801,,,,,5,2,Multilateral (inflows),1
44000-P180927,,,,,5,2,Multilateral (inflows),1
44000-P158520,,,,,5,2,Multilateral (inflows),1
44000-P176650,,,,,5,2,Multilateral (inflows),1
44000-P162858,,,,,5,2,Multilateral (inflows),1
44000-P176788,,,,,5,2,Multilateral (inflows),1
44000-P181256,,,,,5,2,Multilateral (inflows),1
44000-P175126,,,,,5,2,Multilateral (inflows),1
44000-P130972,,,,,5,2,Multilateral (inflows),1
44000-P174754,,,,,5,2,Multilateral (inflows),1
44000-P165631,,,,,5,2,Multilateral (inflows),1
44000-P147015,,,,,5,2,Multilateral (inflows),1
44000-P160628,,,,,5,2,Multilateral (inflows),1
44000-P181310,,,,,5,2,Multilateral (inflows),1
44000-P127411,,,,,5,2,Multilateral (inflows),1
44000-P176148,,,,,5,2,Multilateral (inflows),1
44000-P171080,,,,,5,2,Multilateral (inflows),1
44000-P179265,,,,,5,2,Multilateral (inflows),1
44000-P174927,,,,,5,2,Multilateral (inflows),1
44000-P175847,,,,,5,2,Multilateral (inflows),1
44000-P177807,,,,,5,2,Multilateral (inflows),1
44000-P508114,,,,,5,2,Multilateral (inflows),1
44000-P169822,,,,,5,2,Multilateral (inflows),1
44000-P171190,,,,,5,2,Multilateral (inflows),1
44000-P174115,,,,,5,2,Multilateral (inflows),1
44000-P176983,,,,,5,2,Multilateral (inflows),1
44000-P178636,,,,,5,2,Multilateral (inflows),1
44000-P180319,,,,,5,2,Multilateral (inflows),1
44000-P505747,,,,,5,2,Multilateral (inflows),1
44000-P510158,,,,,5,2,Multilateral (inflows),1
44000-P512397,,,,,5,2,Multilateral (inflows),1
44000-P155425,,,,,5,2,Multilateral (inflows),1
44000-P159351,,,,,5,2,Multilateral (inflows),1
44000-P174145,,,,,5,2,Multilateral (inflows),1
44000-P175874,,,,,5,2,Multilateral (inflows),1
44000-P178122,,,,,5,2,Multilateral (inflows),1
44000-P178570,,,,,5,2,Multilateral (inflows),1
44000-P500557,,,,,5,2,Multilateral (inflows),1
44000-P112346,,,,,5,2,Multilateral (inflows),1
44000-P164079,,,,,5,2,Multilateral (inflows),1
44000-P171311,,,,,5,2,Multilateral (inflows),1
44000-P504910,,,,,5,2,Multilateral (inflows),1
44000-P514501,,,,,5,2,Multilateral (inflows),1
44000-P173558,,,,,5,2,Multilateral (inflows),1
44000-P159774,,,,,5,2,Multilateral (inflows),1
44000-P500609,,,,,5,2,Multilateral (inflows),1
44000-P168402,,,,,5,2,Multilateral (inflows),1
44000-P175543,,,,,5,2,Multilateral (inflows),1
44000-P157406,,,,,5,2,Multilateral (inflows),1
44000-P157404,,,,,5,2,Multilateral (inflows),1
44000-P159508,,,,,5,2,Multilateral (inflows),1
44000-P164201,,,,,5,2,Multilateral (inflows),1
44000-P164289,,,,,5,2,Multilateral (inflows),1
44000-P171465,,,,,5,2,Multilateral (inflows),1
44000-P151821,,,,,5,2,Multilateral (inflows),1
44000-P174527,,,,,5,2,Multilateral (inflows),1
44000-P178930,,,,,5,2,Multilateral (inflows),1
44000-P167748,,,,,5,2,Multilateral (inflows),1
44000-P176663,,,,,5,2,Multilateral (inflows),1
44000-P147152,,,,,5,2,Multilateral (inflows),1
44000-P156761,,,,,5,2,Multilateral (inflows),1
44000-P129597,,,,,5,2,Multilateral (inflows),1
44000-P143060,,,,,5,2,Multilateral (inflows),1
44000-P177797,,,,,5,2,Multilateral (inflows),1
44000-P149998,,,,,5,2,Multilateral (inflows),1
44000-P169913,,,,,5,2,Multilateral (inflows),1
44000-P155553,,,,,5,2,Multilateral (inflows),1
44000-P149991,,,,,5,2,Multilateral (inflows),1
44000-P156444,,,,,5,2,Multilateral (inflows),1
44000-P163285,,,,,5,2,Multilateral (inflows),1
44000-P173150,,,,,5,2,Multilateral (inflows),1
44000-P510637,,,,,5,2,Multilateral (inflows),1
44000-P164545,,,,,5,2,Multilateral (inflows),1
44000-P177748,,,,,5,2,Multilateral (inflows),1
44000-P502012,,,,,5,2,Multilateral (inflows),1
44000-P133664,,,,,5,2,Multilateral (inflows),1
44000-P181148,,,,,5,2,Multilateral (inflows),1
44000-P180718,,,,,5,2,Multilateral (inflows),1
44000-P157343,,,,,5,2,Multilateral (inflows),1
44000-P168566,,,,,5,2,Multilateral (inflows),1
44000-P169079,,,,,5,2,Multilateral (inflows),1
44000-P181591,,,,,5,2,Multilateral (inflows),1
44000-P174063,,,,,5,2,Multilateral (inflows),1
44000-P151794,,,,,5,2,Multilateral (inflows),1
44000-P156629,,,,,5,2,Multilateral (inflows),1
44000-P166322,,,,,5,2,Multilateral (inflows),1
44000-P161796,,,,,5,2,Multilateral (inflows),1
44000-P175979,,,,,5,2,Multilateral (inflows),1
44000-P131763,,,,,5,2,Multilateral (inflows),1
44000-P133738,,,,,5,2,Multilateral (inflows),1
44000-P159710,,,,,5,2,Multilateral (inflows),1
44000-P160667,,,,,5,2,Multilateral (inflows),1
44000-P505784,,,,,5,2,Multilateral (inflows),1
44000-P173698,,,,,5,2,Multilateral (inflows),1
44000-P165425,,,,,5,2,Multilateral (inflows),1
44000-P180216,,,,,5,2,Multilateral (inflows),1
44000-P500567,,,,,5,2,Multilateral (inflows),1
44000-P127665,,,,,5,2,Multilateral (inflows),1
44000-P173996,,,,,5,2,Multilateral (inflows),1
44000-P512660,,,,,5,2,Multilateral (inflows),1
44000-P179909,,,,,5,2,Multilateral (inflows),1
44000-P172567,,,,,5,2,Multilateral (inflows),1
44000-P151803,,,,,5,2,Multilateral (inflows),1
44000-P155920,,,,,5,2,Multilateral (inflows),1
44000-P177001,,,,,5,2,Multilateral (inflows),1
44000-P171474,,,,,5,2,Multilateral (inflows),1
44000-P162452,,,,,5,2,Multilateral (inflows),1
44000-P161167,,,,,5,2,Multilateral (inflows),1
44000-P155962,,,,,5,2,Multilateral (inflows),1
44000-P145995,,,,,5,2,Multilateral (inflows),1
44000-P507259,,,,,5,2,Multilateral (inflows),1
44000-P170223,,,,,5,2,Multilateral (inflows),1
44000-P163586,,,,,5,2,Multilateral (inflows),1
44000-P174531,,,,,5,2,Multilateral (inflows),1
44000-P151448,,,,,5,2,Multilateral (inflows),1
44000-P154299,,,,,5,2,Multilateral (inflows),1
44000-P160236,,,,,5,2,Multilateral (inflows),1
44000-P166360,,,,,5,2,Multilateral (inflows),1
44000-P168130,,,,,5,2,Multilateral (inflows),1
44000-P505118,,,,,5,2,Multilateral (inflows),1
44000-P507382,,,,,5,2,Multilateral (inflows),1
44000-P130048,,,,,5,2,Multilateral (inflows),1
44000-P154291,,,,,5,2,Multilateral (inflows),1
44000-P158140,,,,,5,2,Multilateral (inflows),1
44000-P161475,,,,,5,2,Multilateral (inflows),1
44000-P163973,,,,,5,2,Multilateral (inflows),1
44000-P167297,,,,,5,2,Multilateral (inflows),1
44000-P170940,,,,,5,2,Multilateral (inflows),1
44000-P172439,,,,,5,2,Multilateral (inflows),1
44000-P173232,,,,,5,2,Multilateral (inflows),1
44000-P173233,,,,,5,2,Multilateral (inflows),1
44000-P175742,,,,,5,2,Multilateral (inflows),1
44000-P177726,,,,,5,2,Multilateral (inflows),1
44000-P500689,,,,,5,2,Multilateral (inflows),1
44000-P508323,,,,,5,2,Multilateral (inflows),1
44000-P152440,,,,,5,2,Multilateral (inflows),1
44000-P163983,,,,,5,2,Multilateral (inflows),1
44000-P148099,,,,,5,2,Multilateral (inflows),1
44000-P126274,,,,,5,2,Multilateral (inflows),1
44000-P126034,,,,,5,2,Multilateral (inflows),1
44000-P508608,,,,,5,2,Multilateral (inflows),1
44000-P180749,,,,,5,2,Multilateral (inflows),1
44000-P179019,,,,,5,2,Multilateral (inflows),1
44000-P176756,,,,,5,2,Multilateral (inflows),1
44000-P144602,,,,,5,2,Multilateral (inflows),1
44000-P149888,,,,,5,2,Multilateral (inflows),1
44000-P155540,,,,,5,2,Multilateral (inflows),1
44000-P161794,,,,,5,2,Multilateral (inflows),1
44000-P167263,,,,,5,2,Multilateral (inflows),1
44000-P169179,,,,,5,2,Multilateral (inflows),1
44000-P177794,,,,,5,2,Multilateral (inflows),1
44000-P511822,,,,,5,2,Multilateral (inflows),1
44000-P181269,,,,,5,2,Multilateral (inflows),1
44000-P179763,,,,,5,2,Multilateral (inflows),1
44000-P131688,,,,,5,2,Multilateral (inflows),1
44000-P174260,,,,,5,2,Multilateral (inflows),1
44000-P150924,,,,,5,2,Multilateral (inflows),1
44000-P508695,,,,,5,2,Multilateral (inflows),1
44000-P154702,,,,,5,2,Multilateral (inflows),1
44000-P178303,,,,,5,2,Multilateral (inflows),1
44000-P174367,,,,,5,2,Multilateral (inflows),1
44000-P159956,,,,,5,2,Multilateral (inflows),1
44000-P166839,,,,,5,2,Multilateral (inflows),1
44000-P161562,,,,,5,2,Multilateral (inflows),1
44000-P168204,,,,,5,2,Multilateral (inflows),1
44000-P172321,,,,,5,2,Multilateral (inflows),1
44000-P175251,,,,,5,2,Multilateral (inflows),1
44000-P176903,,,,,5,2,Multilateral (inflows),1
44000-P180339,,,,,5,2,Multilateral (inflows),1
44000-P500912,,,,,5,2,Multilateral (inflows),1
