iatiidentifier,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy
FI-3-2014-2009091300,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2014-2008080130,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2014-2004043014,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2014-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2014-2014140891,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2005050123,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2008080028,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2013130107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2009091300,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2016-2014140891,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2015150032,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2005050123,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2008080028,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2014140714,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2013130107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2009091300,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2008080130,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2015-2014140891,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2017-2015150032,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2017-2005050123,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2017-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2017-2014140891,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2018-2015150032,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2018-2005050123,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2018-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2018-2018180551,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2021-2021001001,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2021-2019190107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2021-2021005339,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2021-2018180551,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2015150032,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2019190049,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2005050123,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2019190107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2013130288,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2019-2018180551,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2020-2019190049,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2020-2019190107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2020-2018180551,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2022-2018180551,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2022-2021210112,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2022-2019190049,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2022-2022220043,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2022-2019190107,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2024-2024240132,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2024-2024240259,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2024-2024240349,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2023-2023230044,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2023-2023230130,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2023-2023230300,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2023-2023230435,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2023-2023230729,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2025-2025250181,110,Standard grant,10,ODA,5,1,Bilateral,0
FI-3-2025-2025250423,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6617541,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6619031,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6618689,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6618709,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6618264,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6618595,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6619010,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6619140,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-5-7-6619197,110,Standard grant,10,ODA,5,1,Bilateral,0
CA-3-A033033001,110,Standard grant,,,,1,Bilateral,1
CA-3-A033033002,110,Standard grant,,,,1,Bilateral,1
CA-3-A033033004,110,Standard grant,,,,1,Bilateral,1
CA-3-A033640001,110,Standard grant,,,,1,Bilateral,1
CA-3-A034252001,110,Standard grant,,,,1,Bilateral,1
CA-3-A034769001,110,Standard grant,,,,1,Bilateral,1
CA-3-A035261001,110,Standard grant,,,,1,Bilateral,1
CA-3-A035342001,110,Standard grant,,,,1,Bilateral,1
CA-3-A035369002,110,Standard grant,,,,1,Bilateral,1
CA-3-A035369003,110,Standard grant,,,,1,Bilateral,1
CA-3-A035435001,110,Standard grant,,,,1,Bilateral,1
CA-3-D000301001,110,Standard grant,,,,1,Bilateral,1
CA-3-D000327001,110,Standard grant,,,,1,Bilateral,1
CA-3-D000954001,110,Standard grant,,,,1,Bilateral,1
CA-3-A032220001,110,Standard grant,,,,1,Bilateral,1
CA-3-A032230001,110,Standard grant,,,,1,Bilateral,1
CA-3-A034768005,110,Standard grant,,,,1,Bilateral,1
CA-3-A035209001,110,Standard grant,,,,1,Bilateral,1
CA-3-D000259001,110,Standard grant,,,,1,Bilateral,1
CA-3-D001661001,110,Standard grant,,,,1,Bilateral,1
CA-3-P006740001,110,Standard grant,,,,1,Bilateral,1
CA-3-P006740002,110,Standard grant,,,,1,Bilateral,1
CA-3-A033419002,110,Standard grant,,,,1,Bilateral,1
CA-3-A033985001,110,Standard grant,,,,1,Bilateral,1
CA-3-A033999002,110,Standard grant,,,,1,Bilateral,1
CA-3-A034052001,110,Standard grant,,,,1,Bilateral,1
CA-3-A033033007,110,Standard grant,,,,1,Bilateral,1
CA-3-A034379001,110,Standard grant,,,,1,Bilateral,1
CA-3-A034782006,110,Standard grant,,,,1,Bilateral,1
CA-3-A034908002,110,Standard grant,,,,1,Bilateral,1
XM-DAC-50-21-Z03-24-01-22500,110,Standard grant,10,ODA,5,,,0
XI-IATI-IADB-BA-U0001,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1056,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1061,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1052,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1048,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1050,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1060,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-L1062,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BA-U0002,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1100,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1200,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1112,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1089,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1107,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1104,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1189,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1183,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BO-L1199,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-U0002,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-L1052,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-U0001,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-L1050,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-L1062,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BH-L1056,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1268,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1303,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1404,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1304,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1298,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1370,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1413,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1412,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1351,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-AR-L1283,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1111,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1157,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1110,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1172,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1148,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1095,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1145,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1160,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1149,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1159,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1136,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1165,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1174,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1135,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1134,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1164,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CH-L1179,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CR-L1081,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CR-L1145,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CR-L1142,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1268,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1302,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1142,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1283,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1144,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-J0014,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1217,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1237,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1274,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1233,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1162,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1252,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1163,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1254,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1141,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1214,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1227,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1272,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-CO-L1291,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1132,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1146,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1058,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1072,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1121,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1140,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1144,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1162,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1079,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-DR-L1073,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BR-L1385,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BR-L1575,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BR-L1381,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BR-L1375,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-BR-L1374,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GU-L1183,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GU-L1085,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GU-L1096,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1086,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1067,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1043,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1075,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1089,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-GY-L1083,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1280,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1265,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1140,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1287,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1293,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-U0005,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1277,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1273,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1238,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1301,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1252,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-L1310,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-EC-U0007,1100,Guarantees/insurance,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1229,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1207,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1193,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1204,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1103,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1219,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1206,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1198,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1232,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1248,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1182,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1118,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1070,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HO-L1189,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1086,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1033,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1058,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1080,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1078,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1014,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1087,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1051,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1055,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1038,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-JA-L1088,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1144,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1189,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1331,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1264,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1322,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1299,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1332,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1315,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1341,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1289,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1294,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1266,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1276,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1253,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ME-L1186,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HA-L1099,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HA-L1088,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-HA-L1090,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-NI-L1096,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-NI-L1079,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-NI-L1144,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-NI-L1089,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1175,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1159,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1181,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1145,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1152,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1167,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1149,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1100,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1119,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1110,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1151,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1193,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1178,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1118,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1103,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1162,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PN-L1156,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1065,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1033,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1066,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1043,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1075,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-SU-L1036,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ES-L1093,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ES-L1137,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-ES-L1143,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1267,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1099,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1261,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1276,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1154,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1283,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1244,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1138,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1169,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1303,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1140,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1262,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PE-L1223,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1163,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1144,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1161,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1179,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1175,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1151,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1177,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1180,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1101,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-PR-L1185,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-TT-L1058,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1170,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1207,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1108,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1076,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1140,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1186,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1106,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1156,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1097,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1175,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1195,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XI-IATI-IADB-UR-L1199,421,Standard loan,20,OOF,5,4,Multilateral outflows,0
XM-DAC-50-21-Z03-25-01-21800,110,Standard grant,10,ODA,5,,,0
BJ-IFU-6201100143407-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
