iatiidentifier,commitment_usd_full,disbursement_usd_full,n_disb_years_full
XI-IATI-EC_INTPA-2023-PC-27334,227652.12000000002,91060.848,1
XI-IATI-EC_INTPA-2023-PC-27358,153122.8266,61249.13064,1
XI-IATI-EC_INTPA-2023-PC-27513,383692.95,153477.18000000002,1
XI-IATI-EC_INTPA-2023-PC-27590,1595160,1404148.0215600003,3
XI-IATI-EC_INTPA-2023-PC-27689,7975800,0,0
XI-IATI-EC_INTPA-2023-PC-27690,1139400,814023.752436,2
XI-IATI-EC_INTPA-2023-PC-27905,6380640,0,0
XI-IATI-EC_INTPA-2023-PC-28421,41018400,0,0
XI-IATI-EC_INTPA-2023-PC-29022,1349688.5185499997,1025346.06,1
XI-IATI-EC_INTPA-2023-PC-29463,284850,113940,1
XI-IATI-EC_INTPA-2023-PC-30243,2751373.7384039997,1384355.0584000002,2
XI-IATI-EC_INTPA-2023-PC-30334,7162382.340000001,341818.8606,1
XI-IATI-EC_INTPA-2023-PC-30645,340637.3028,136219.82760000002,1
XI-IATI-EC_INTPA-2023-PC-30817,78692.66100000001,21475.411200000002,1
XI-IATI-EC_INTPA-2023-PC-31561,13103100,0,0
XI-IATI-EC_INTPA-2023-PC-31976,4785480,0,0
XI-IATI-EC_INTPA-2023-PC-32142,34182000,0,0
XI-IATI-EC_INTPA-2023-PC-32172,22788000,0,0
XI-IATI-EC_INTPA-2023-PC-32262,101341.08450000001,40536.4338,1
XI-IATI-EC_INTPA-2023-PC-32264,5355180,3878964.2789820004,3
XI-IATI-EC_INTPA-2023-PC-34444,2278800,1007902.8942480001,1
XI-IATI-EC_INTPA-2023-PC-36658,13672800,0,0
XI-IATI-EC_INTPA-2023-PC-41431,60103350,0,0
XI-IATI-EC_INTPA-2024-ACT-62007,50133600,0,0
XI-IATI-EC_INTPA-2024-ACT-62209,26206200,0,0
XI-IATI-EC_INTPA-2024-ACT-62358,62667000,0,0
XI-IATI-EC_INTPA-2024-ACT-62693,113940000,0,0
XI-IATI-EC_INTPA-2024-PC-25155,569529.0900000001,227811.636,1
XI-IATI-EC_INTPA-2024-PC-25272,227110.905,90844.36200000001,1
XI-IATI-EC_INTPA-2024-PC-25551,5217882.3,1043576.4600000001,1
XI-IATI-EC_INTPA-2024-PC-25656,1425199.894992,158355.543888,1
XI-IATI-EC_INTPA-2024-PC-26389,116446.68000000001,46578.672000000006,1
XI-IATI-EC_INTPA-2024-PC-26908,31903200,0,0
XI-IATI-EC_INTPA-2024-PC-27305,21648600,0,0
XI-IATI-EC_INTPA-2024-PC-27308,10254600,0,0
XI-IATI-EC_INTPA-2024-PC-27309,1709100,569700,1
XI-IATI-EC_INTPA-2024-PC-27708,1481197.212,296205.2604,1
XI-IATI-EC_INTPA-2024-PC-27747,3418200,1732342.6206,1
XI-IATI-EC_INTPA-2024-PC-32327,968864.8626,193772.97252,1
XI-IATI-EC_INTPA-2024-PC-35983,47854800,0,0
XI-IATI-EC_INTPA-2024-PC-36107,1401963.3360000001,257604.66720000003,1
XI-IATI-EC_INTPA-2024-PC-36292,77479200,0,0
XI-IATI-EC_INTPA-2024-PC-36429,74061000,15397281.9,2
XI-IATI-EC_INTPA-2024-PC-36587,562118.4324,74949.732,1
XI-IATI-EC_INTPA-2024-PC-36591,759004.4736,507234.444245,2
XI-IATI-EC_INTPA-2024-PC-37034,18230400,0,0
XI-IATI-EC_INTPA-2024-PC-37206,83347110,0,0
XI-IATI-EC_INTPA-2024-PC-37344,91152000,0,0
XI-IATI-EC_INTPA-2024-PC-37405,96849000,0,0
XI-IATI-EC_INTPA-2024-PC-37656,9343080,0,0
XI-IATI-EC_INTPA-2024-PC-37833,66654900,0,0
XI-IATI-EC_INTPA-2024-PC-40050,45576000,0,0
XI-IATI-EC_INTPA-2024-PC-41558,278013.60000000003,55602.72,1
XI-IATI-EC_INTPA-2024-PC-44588,2278800,3325.2249600000005,1
XI-IATI-EC_INTPA-2024-PC-44598,325009.29240000003,65001.630600000004,1
XI-IATI-EC_INTPA-2024-PC-45725,311318.20503,0,0
XI-IATI-EC_INTPA-2024-PC-46872,39708.090000000004,0,0
XI-IATI-EC_INTPA-2024-PC-47768,190279800,0,0
XI-IATI-EC_INTPA-2024-PC-53145,4557600,0,0
XI-IATI-EC_INTPA-2025-PC-26320,1025460,666549,1
XI-IATI-EC_INTPA-2025-PC-36183,23927400,23927400,1
XI-IATI-EC_INTPA-2025-PC-36398,5240396.8440000005,1048079.3688,1
XI-IATI-EC_INTPA-2025-PC-36473,4752437.4,341808.606,1
XI-IATI-EC_INTPA-2025-PC-36663,797422.7628,257719.7466,1
XI-IATI-EC_INTPA-2025-PC-36947,1401792.4260000002,254876.94360000003,1
XI-IATI-EC_INTPA-2025-PC-37761,258176.646,103270.6584,1
XI-IATI-EC_INTPA-2025-PC-42917,22788000,0,0
XI-IATI-EC_INTPA-2025-PC-49248,18230400,0,0
XI-IATI-EC_INTPA-2025-PC-49555,156667.5,31333.5,1
XI-IATI-EC_INTPA-2025-PC-50869,156462.408,62584.963200000006,1
XI-IATI-EC_INTPA-2025-PC-52115,943708.05,341818.8606,1
XI-IATI-EC_INTPA-2025-PC-52952,10254600,0,0
XI-IATI-EC_INTPA-2025-PC-53379,611288.1,118839.42000000001,1
XI-IATI-EC_INTPA-2025-PC-53445,1730862.54,692345.0160000001,1
XI-IATI-EC_INTPA-2025-PC-53764,20509200,0,0
XI-IATI-EC_INTPA-2025-PC-55044,105907.23000000001,42362.892,1
XI-IATI-EC_INTPA-2025-PC-55340,7520040,0,0
XI-IATI-EC_INTPA-2025-PC-59817,10254600,3276318.4938000003,1
XI-IATI-EC_INTPA-2025-PC-61997,17091000,0,0
XI-IATI-EC_INTPA-2025-PC-69397,39879000,0,0
XI-IATI-EC_INTPA-2025-PC-72129,1139400,379841.778,1
XI-IATI-EC_INTPA-2025-PC-72780,12533400,0,0
XI-IATI-EC_INTPA-2026-PC-26307,1741743.81,0,0
XI-IATI-EC_INTPA-2026-PC-37759,297047.277,118818.91080000001,1
XI-IATI-EC_INTPA-2026-PC-38372,1228615.02,245723.00400000002,1
XI-IATI-EC_INTPA-2026-PC-42830,1139400,350275.100004,1
XI-IATI-EC_INTPA-2026-PC-49465,3076024.5072000003,620118.3336,1
XI-IATI-EC_INTPA-2026-PC-52678,7975800,2143867.0495,1
XI-IATI-EC_INTPA-2026-PC-53801,2143872.2520000003,321580.83780000004,1
XI-IATI-EC_INTPA-2026-PC-53819,25066800,0,0
XI-IATI-EC_INTPA-2026-PC-64428,1758549.9600000002,344492.575,1
XI-IATI-EC_INTPA-2026-PC-75396,2392748.978472,1435526.220222,1
XI-IATI-EC_INTPA-2026-PC-75410,17091000,0,0
XI-IATI-EC_INTPA-2026-PC-75852,151312.32,30262.464,1
XI-IATI-EC_INTPA-2026-PC-75966,79758000,42157800,1
XI-IATI-EC_INTPA-2026-PC-76775,20509.2,0,0
XI-IATI-EC_INTPA-2026-PC-77174,398790,0,0
XI-IATI-EC_INTPA-2026-PC-78665,132647.80860000002,53059.12344,1
XI-IATI-EC_INTPA-2026-PC-80732,22788,9188.000000000002,1
XI-IATI-EC_INTPA-2026-PC-81164,2563650,0,0
XI-IATI-EC_INTPA-2026-PC-83853,18058.06575,0,0
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,51991787.892168,0,0
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,11552272.9146,0,0
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,84989353.779414,0,0
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,95618363.707188,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,53640905.671782,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,28880200.650726,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,69279103.048392,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,49677840,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,91152000,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,77567178.930516,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,39544454.829726,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,89022967.00875,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,35530520.941188,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,47156917.5,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39318-00,88303500,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,53321943.323304,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,61043355,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,135418829.00121,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,26997103.457820002,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,79957463.375394,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39747-07,28485000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,31903200,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,31219560,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,117851186.59074,0,0
XI-IATI-EC_NEAR-2016-PCC-380129,34182000,32915279.307978,3
XI-IATI-EC_NEAR-2016-PCC-380130,5697000,5697000,2
XI-IATI-EC_NEAR-2016-PCC-383649,2848500,2611117.404,3
XI-IATI-EC_NEAR-2017-ACT-D-40260-00,39879000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40313-00,56970000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40316-00,34182000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,66996720.00000001,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,79758000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40548-00,20509200,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,56970000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,82805895,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,102546000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40759-00,10824300,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,12105099.54,0,0
XI-IATI-EC_NEAR-2017-PCC-385741,6038820,6038820,4
XI-IATI-EC_NEAR-2017-PCC-394566,63008820,11394000,1
XI-IATI-EC_NEAR-2017-PCC-394632,25066800,10288782,2
XI-IATI-EC_NEAR-2017-PCC-394764,1481220,1481220,3
XI-IATI-EC_NEAR-2017-PCC-394816,45576000,35891100,5
XI-IATI-EC_NEAR-2017-PCC-394871,1709100,1709100,2
XI-IATI-EC_NEAR-2018-ACT-D-41151-00,40955195.88684,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41290-00,2506680,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41398-00,56970000,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41405-00,30029547.851999998,0,0
XI-IATI-EC_NEAR-2018-PCC-395584,7388724.15,0,0
XI-IATI-EC_NEAR-2018-PCC-397293,4317995.574,0,0
XI-IATI-EC_NEAR-2018-PCC-399610,4215780,4215780,4
XI-IATI-EC_NEAR-2018-PCC-401348,3418200,3418200,3
XI-IATI-EC_NEAR-2018-PCC-401352,3076380,3076380,3
XI-IATI-EC_NEAR-2018-PCC-403140,56286360,27801360,2
XI-IATI-EC_NEAR-2018-PCC-403150,60103350,52694401.5,4
XI-IATI-EC_NEAR-2018-PCC-403393,34182000,26775900,5
XI-IATI-EC_NEAR-2018-PCC-404157,1025460,986720.5025460001,2
XI-IATI-EC_NEAR-2018-PCC-404297,6836400,4284144,4
XI-IATI-EC_NEAR-2018-PCC-404376,6141366,5527229.4,3
XI-IATI-EC_NEAR-2018-PCC-404417,4557600,1173582,1
XI-IATI-EC_NEAR-2019-ACT-D-41203-02,80498610,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41263-03,58109400,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,102546000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41860-00,113940000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,136728000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41934-01,61527600,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41937-00,62667000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41950-00,62667000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42126-00,56970000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42137-00,50133600,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42240-00,51808500.909,0,0
XI-IATI-EC_NEAR-2019-PCC-404352,6836400,5247126.174582001,2
XI-IATI-EC_NEAR-2019-PCC-404799,185454.441,0,0
XI-IATI-EC_NEAR-2019-PCC-407099,3418200,2449710,2
XI-IATI-EC_NEAR-2019-PCC-407821,2110738.5,0,0
XI-IATI-EC_NEAR-2019-PCC-408874,38739600,29766825,4
XI-IATI-EC_NEAR-2019-PCC-410052,8260650,6183489.618000001,3
XI-IATI-EC_NEAR-2019-PCC-411467,2873566.8,2498722.179732,5
XI-IATI-EC_NEAR-2019-PCC-411975,397080.9,0,0
XI-IATI-EC_NEAR-2019-PCC-413828,64262160,59846985,5
XI-IATI-EC_NEAR-2019-PCC-414058,47854800,43297200,4
XI-IATI-EC_NEAR-2019-PCC-415500,17091000,14390863.5528,5
XI-IATI-EC_NEAR-2020-ACT-D-42019-00,37487514.445218,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42145-06,20014671.915,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42278-00,96849000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42291-00,56970000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42575-00,22788000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42602-00,22788000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42747-06,45576000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42859-00,208510200,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42914-01,88075620,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42924-00,17091000,0,0
XI-IATI-EC_NEAR-2020-PCC-414985,389727.2124,0,0
XI-IATI-EC_NEAR-2020-PCC-415186,1367280,1327775.6005380002,4
XI-IATI-EC_NEAR-2020-PCC-416324,145843200,141012144,5
XI-IATI-EC_NEAR-2020-PCC-416672,50589360,13779935.5032,2
XI-IATI-EC_NEAR-2020-PCC-416748,52412400,101406600,4
XI-IATI-EC_NEAR-2020-PCC-416795,797580,728172.0817200001,3
XI-IATI-EC_NEAR-2020-PCC-417111,2107890,2107890,2
XI-IATI-EC_NEAR-2020-PCC-417245,2127619.3718520002,1808476.4626560002,2
XI-IATI-EC_NEAR-2020-PCC-418579,88873200,61527600,2
XI-IATI-EC_NEAR-2020-PCC-419152,45576000,45576000,2
XI-IATI-EC_NEAR-2020-PCC-419437,46145700,31903200,3
XI-IATI-EC_NEAR-2020-PCC-419973,57710610,44553730.32,4
XI-IATI-EC_NEAR-2020-PCC-420275,39879000,60957900,3
XI-IATI-EC_NEAR-2020-PCC-420528,68364000,46145700,3
XI-IATI-EC_NEAR-2020-PCC-420597,45576000,33612300,3
XI-IATI-EC_NEAR-2020-PCC-421173,35321400,25921350,4
XI-IATI-EC_NEAR-2020-PCC-421250,1709100,0,0
XI-IATI-EC_NEAR-2020-PCC-421661,455760,310918.07053800003,2
XI-IATI-EC_NEAR-2020-PCC-423478,2278800,2050920,3
XI-IATI-EC_NEAR-2020-PCC-424787,41018400,36808950.005064,3
XI-IATI-EC_NEAR-2021-ACT-60872,184810680,0,0
XI-IATI-EC_NEAR-2021-ACT-60875,184810680,0,0
XI-IATI-EC_NEAR-2021-ACT-61066,56970000,0,0
XI-IATI-EC_NEAR-2021-ACT-61068,58109400,0,0
XI-IATI-EC_NEAR-2021-ACT-61082,182304000,0,0
XI-IATI-EC_NEAR-2021-ACT-61137,148122000,0,0
XI-IATI-EC_NEAR-2021-ACT-61585,188001000,0,0
XI-IATI-EC_NEAR-2021-ACT-61727,79758000,0,0
XI-IATI-EC_NEAR-2021-ACT-61868,100267200,0,0
XI-IATI-EC_NEAR-2021-ACT-62392,76738590,0,0
XI-IATI-EC_NEAR-2021-ACT-62606,29624400,0,0
XI-IATI-EC_NEAR-2021-ACT-62648,72921600,0,0
XI-IATI-EC_NEAR-2021-ACT-62782,3418200000,0,0
XI-IATI-EC_NEAR-2021-PC-2265,203701.932,0,0
XI-IATI-EC_NEAR-2021-PC-3558,341818.8606,0,0
XI-IATI-EC_NEAR-2021-PC-4855,272806.542,0,0
XI-IATI-EC_NEAR-2021-PC-7220,1121970.0285,0,0
XI-IATI-EC_NEAR-2021-PC-7372,170281.05120000002,0,0
XI-IATI-EC_NEAR-2021-PC-8877,838675.8792000001,0,0
XI-IATI-EC_NEAR-2021-PCC-414053,2278800,759200.4504000001,1
XI-IATI-EC_NEAR-2021-PCC-415259,3953596.0842000004,0,0
XI-IATI-EC_NEAR-2021-PCC-415264,3373888.734,0,0
XI-IATI-EC_NEAR-2021-PCC-416172,2506680,2506680,3
XI-IATI-EC_NEAR-2021-PCC-417640,911520,856273.1488020001,2
XI-IATI-EC_NEAR-2021-PCC-423254,6036632.352,0,0
XI-IATI-EC_NEAR-2021-PCC-423450,1145097,839109.1360500001,2
XI-IATI-EC_NEAR-2021-PCC-423828,5877970.902,0,0
XI-IATI-EC_NEAR-2021-PCC-423852,6313824.4446,0,0
XI-IATI-EC_NEAR-2021-PCC-424417,2848500,2556473.249826,3
XI-IATI-EC_NEAR-2021-PCC-424514,2848500,2848500,2
XI-IATI-EC_NEAR-2021-PCC-424517,2333206.35,0,0
XI-IATI-EC_NEAR-2021-PCC-424843,10254600,5912558.699310001,3
XI-IATI-EC_NEAR-2021-PCC-424895,260694.72,0,0
XI-IATI-EC_NEAR-2021-PCC-425620,3015536.04,0,0
XI-IATI-EC_NEAR-2021-PCC-426292,750294.9,0,0
XI-IATI-EC_NEAR-2021-PCC-426850,210789000,153819000,1
XI-IATI-EC_NEAR-2021-PCC-427059,1993950,1993950.0000000002,2
XI-IATI-EC_NEAR-2021-PCC-427568,1139400,1025460,2
XI-IATI-EC_NEAR-2021-PCC-427664,256.262454,0,0
XI-IATI-EC_NEAR-2021-PCC-427905,284850,227880,1
XI-IATI-EC_NEAR-2021-PCC-427970,341136.36000000004,0,0
XI-IATI-EC_NEAR-2021-PCC-428148,12025194.557400001,8834403.9852,3
XI-IATI-EC_NEAR-2021-PCC-428565,7406100,5771923.047252001,3
XI-IATI-EC_NEAR-2021-PCC-428582,2278800,1959250.7124,3
XI-IATI-EC_NEAR-2021-PCC-428588,2278800,1462229.6202,3
XI-IATI-EC_NEAR-2021-PCC-428768,3646080,998114.4,1
XI-IATI-EC_NEAR-2021-PCC-428889,911520,790246.7988120001,2
XI-IATI-EC_NEAR-2021-PCC-428890,911520,820368,3
XI-IATI-EC_NEAR-2021-PCC-428959,282001.5,242552.29307400004,2
XI-IATI-EC_NEAR-2021-PCC-428962,227880,199592.606142,3
XI-IATI-EC_NEAR-2021-PCC-428965,227880,211266.83017800003,3
XI-IATI-EC_NEAR-2021-PCC-429045,649797.803262,576776.312064,3
XI-IATI-EC_NEAR-2021-PCC-430122,1253340,1125675.083844,2
XI-IATI-EC_NEAR-2021-PCC-430183,1709100,524356.4376000001,1
XI-IATI-EC_NEAR-2021-PCC-430372,2662585.52625,0,0
XI-IATI-EC_NEAR-2021-PCC-430625,68364000,68364000,1
XI-IATI-EC_NEAR-2022-ACT-60561,131031000,0,0
XI-IATI-EC_NEAR-2022-ACT-60707,68364000,0,0
XI-IATI-EC_NEAR-2022-ACT-60730,34751700,0,0
XI-IATI-EC_NEAR-2022-ACT-60900,74061000,0,0
XI-IATI-EC_NEAR-2022-ACT-60901,51273000,0,0
XI-IATI-EC_NEAR-2022-ACT-60915,82606500,0,0
XI-IATI-EC_NEAR-2022-ACT-61027,52412400,0,0
XI-IATI-EC_NEAR-2022-ACT-61197,27345600,0,0
XI-IATI-EC_NEAR-2022-ACT-61199,56970000,0,0
XI-IATI-EC_NEAR-2022-ACT-61256,644900400,0,0
XI-IATI-EC_NEAR-2022-ACT-61400,173188800,0,0
XI-IATI-EC_NEAR-2022-ACT-61442,12533400,0,0
XI-IATI-EC_NEAR-2022-ACT-61467,36460800,0,0
XI-IATI-EC_NEAR-2022-PC-10234,342095.7348,0,0
XI-IATI-EC_NEAR-2022-PC-15302,68364000,136728000,1
XI-IATI-EC_NEAR-2022-PC-15378,34085.720700000005,0,0
XI-IATI-EC_NEAR-2022-PC-18169,85455000,85455000,1
XI-IATI-EC_NEAR-2022-PC-18779,104984.316,0,0
XI-IATI-EC_NEAR-2022-PC-19078,644900400,644900400,1
XI-IATI-EC_NEAR-2022-PC-19257,99811.44,0,0
XI-IATI-EC_NEAR-2022-PC-19626,27345600,11394000,1
XI-IATI-EC_NEAR-2022-PC-20176,118497600,55830600,3
XI-IATI-EC_NEAR-2022-PC-20298,182304000,45576000,2
XI-IATI-EC_NEAR-2022-PC-21806,2563650,2563107.2354160002,2
XI-IATI-EC_NEAR-2022-PC-22151,876516.4926,766712.275326,2
XI-IATI-EC_NEAR-2022-PC-22257,1107232.299684,786109.4665020001,2
XI-IATI-EC_NEAR-2022-PC-22447,2278799.7721200003,1634358.288258,2
XI-IATI-EC_NEAR-2022-PC-22453,3391844.0828400007,3052659.674556,2
XI-IATI-EC_NEAR-2022-PC-22869,1234757.98116,689317.6302,1
XI-IATI-EC_NEAR-2022-PC-22976,5127300,1476794.5704,1
XI-IATI-EC_NEAR-2022-PC-23142,28485000,28485000,1
XI-IATI-EC_NEAR-2022-PC-23356,50703300,21124476,2
XI-IATI-EC_NEAR-2022-PC-23383,820501.3098000002,673240.434138,2
XI-IATI-EC_NEAR-2022-PC-23457,6836400,4181088.57426,2
XI-IATI-EC_NEAR-2022-PC-23492,2278800,1981232.9856900005,2
XI-IATI-EC_NEAR-2022-PC-23690,2007926.8944660001,1651819.2856200004,2
XI-IATI-EC_NEAR-2022-PC-23718,136728000,79928910,3
XI-IATI-EC_NEAR-2022-PC-24235,52070580,9115200,1
XI-IATI-EC_NEAR-2022-PC-24488,1139400,1107435.397734,2
XI-IATI-EC_NEAR-2022-PC-24561,3418200,0,0
XI-IATI-EC_NEAR-2022-PCC-425501,5924880,1251242.9343,1
XI-IATI-EC_NEAR-2022-PCC-430729,21648600,21648600,3
XI-IATI-EC_NEAR-2023-ACT-60518,273456000,0,0
XI-IATI-EC_NEAR-2023-ACT-60844,42978168,0,0
XI-IATI-EC_NEAR-2023-ACT-60862,42978168,0,0
XI-IATI-EC_NEAR-2023-ACT-61594,91152000,0,0
XI-IATI-EC_NEAR-2023-ACT-61596,79758000,0,0
XI-IATI-EC_NEAR-2023-ACT-61597,34182000,0,0
XI-IATI-EC_NEAR-2023-ACT-61599,85455000,0,0
XI-IATI-EC_NEAR-2023-ACT-61604,91152000,0,0
XI-IATI-EC_NEAR-2023-ACT-61816,39879000,0,0
XI-IATI-EC_NEAR-2023-ACT-61827,341820000,0,0
XI-IATI-EC_NEAR-2023-ACT-61996,56970000,0,0
XI-IATI-EC_NEAR-2023-ACT-62340,216486000,0,0
XI-IATI-EC_NEAR-2023-ACT-62364,45576000,0,0
XI-IATI-EC_NEAR-2023-ACT-62422,170910000,0,0
XI-IATI-EC_NEAR-2023-PC-13415,378874.82619,0,0
XI-IATI-EC_NEAR-2023-PC-17755,900126,0,0
XI-IATI-EC_NEAR-2023-PC-21815,11052180,4842450,2
XI-IATI-EC_NEAR-2023-PC-21871,3218520.1500000004,0,0
XI-IATI-EC_NEAR-2023-PC-22338,170910000,90724725,2
XI-IATI-EC_NEAR-2023-PC-22941,91152000,82036800,1
XI-IATI-EC_NEAR-2023-PC-23151,2054748.384,0,0
XI-IATI-EC_NEAR-2023-PC-23854,13672800,0,0
XI-IATI-EC_NEAR-2023-PC-23862,6836400,1475478.5634,1
XI-IATI-EC_NEAR-2023-PC-24994,56970000,17091000,1
XI-IATI-EC_NEAR-2023-PC-25026,429594.81840000005,0,0
XI-IATI-EC_NEAR-2023-PC-25094,797580,273456,1
XI-IATI-EC_NEAR-2023-PC-25328,34182000,30763800,1
XI-IATI-EC_NEAR-2023-PC-25371,35891100,18230400,2
XI-IATI-EC_NEAR-2023-PC-25441,79758000,71782200,1
XI-IATI-EC_NEAR-2023-PC-25711,85455000,76909500,1
XI-IATI-EC_NEAR-2023-PC-25712,49677840,9115200,1
XI-IATI-EC_NEAR-2023-PC-25764,30763800,12647340,2
XI-IATI-EC_NEAR-2023-PC-25802,29624400,0,0
XI-IATI-EC_NEAR-2023-PC-25842,11963700,3987900,1
XI-IATI-EC_NEAR-2023-PC-25960,91152000,91152000,2
XI-IATI-EC_NEAR-2023-PC-25995,13672800,4557600,1
XI-IATI-EC_NEAR-2023-PC-26113,188001000,169200900,1
XI-IATI-EC_NEAR-2023-PC-26205,1139400,229155.55829999998,1
XI-IATI-EC_NEAR-2023-PC-26206,510513.86699999997,0,0
XI-IATI-EC_NEAR-2023-PC-26221,197102.5272,0,0
XI-IATI-EC_NEAR-2023-PC-26322,11394000,5981735.444724,1
XI-IATI-EC_NEAR-2023-PC-26324,33726240,9798840,1
XI-IATI-EC_NEAR-2023-PC-26413,10254600,3987900,1
XI-IATI-EC_NEAR-2023-PC-26460,341820000,341820000,2
XI-IATI-EC_NEAR-2023-PC-26474,2278800,952009.7184,1
XI-IATI-EC_NEAR-2023-PC-26479,33384420,20509200,2
XI-IATI-EC_NEAR-2023-PC-26487,254077.0848,0,0
XI-IATI-EC_NEAR-2023-PC-26509,940005,0,0
XI-IATI-EC_NEAR-2023-PC-26649,15951600,2278800,1
XI-IATI-EC_NEAR-2023-PC-28407,307438.60500000004,0,0
XI-IATI-EC_NEAR-2023-PC-29284,1139041.0890000002,342989.377614,1
XI-IATI-EC_NEAR-2023-PC-29296,98415.675,0,0
XI-IATI-EC_NEAR-2023-PC-29638,835592.6628,0,0
XI-IATI-EC_NEAR-2023-PC-29639,1807840.404,0,0
XI-IATI-EC_NEAR-2023-PC-30456,1709100,829820.268702,2
XI-IATI-EC_NEAR-2023-PC-30872,1708851.371526,1032668.436888,2
XI-IATI-EC_NEAR-2023-PC-30873,978317.3250000001,132603.85054800002,2
XI-IATI-EC_NEAR-2023-PC-31718,8545500,1411594.6842,1
XI-IATI-EC_NEAR-2023-PC-31719,1139400,558585.7227,1
XI-IATI-EC_NEAR-2023-PC-31722,3418200,0,0
XI-IATI-EC_NEAR-2023-PC-31959,119637000,119637000,2
XI-IATI-EC_NEAR-2023-PC-32512,1139400,350997.718878,1
XI-IATI-EC_NEAR-2023-PC-3383,181164.6,0,0
XI-IATI-EC_NEAR-2023-PC-3384,4083324.7500000005,0,0
XI-IATI-EC_NEAR-2023-PC-34044,1458944.73,0,0
XI-IATI-EC_NEAR-2023-PC-34368,114039502.400538,0,0
XI-IATI-EC_NEAR-2023-PC-37347,170910000,170910000,1
XI-IATI-EC_NEAR-2024-ACT-62417,94991778,0,0
XI-IATI-EC_NEAR-2024-PC-16109,45576000,10539450,1
XI-IATI-EC_NEAR-2024-PC-25269,1481220,723545.2061999999,1
XI-IATI-EC_NEAR-2024-PC-25804,3331286.568,0,0
XI-IATI-EC_NEAR-2024-PC-26165,256695.426,0,0
XI-IATI-EC_NEAR-2024-PC-26216,273541.455,0,0
XI-IATI-EC_NEAR-2024-PC-26416,2092616.343,0,0
XI-IATI-EC_NEAR-2024-PC-26596,2278800,855974.5804260001,1
XI-IATI-EC_NEAR-2024-PC-26598,134677.08000000002,0,0
XI-IATI-EC_NEAR-2024-PC-26711,1708313.814,0,0
XI-IATI-EC_NEAR-2024-PC-27731,5275422,1330546.8834000002,1
