iatiidentifier,year,interrupted_flag,balance_owed,balance_share,disbursement_usd,commitment_usd,donor_ref,donor,x1_donor_type,modality,recipient_main,status_code,status_name,finance_type,flow_type,collaboration_type,finance_type_name,flow_type_name,collaboration_type_name,hierarchy,log_commitment,planned_duration_days,y2_early_days,y1_gap_full,s1_share,s2_hhi_net,s3_n_donors,cum_commit,disb_year,voice_account,corruption_ctrl,pol_stability,aid_dependence,gdp_pc,population,region,income_group,coup,coup_attempt,election_year,single_donor,log_gdp_pc,log_pop,net_degree,net_between,net_eigen,net_peers,net_peer_str
44000-P133738,2015,0,0,0,340000000,0,44000,EN: World Bank,Multilateral,A02_sector,GT,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.644456175574483,621,0,0,0.576271186440678,0.17954610744039068,2,340000000,340000000,-0.293462799999999,-0.9067476,-0.690917999999999,0.677588928159307,3893.50533299068,15971743,Latin America & Caribbean,Upper middle income,0,0,1,0,8.267065144732472,16.58633165637714,49,0.7217810348079607,1,11,60
44000-P133798,2015,0,5671,5.671e-5,99994329,100000000,44000,EN: World Bank,Multilateral,A02_sector,TZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,765,0,5.670999999995985e-5,0.7245768271466928,0.03021716517490602,6,365000000,179490393,-0.1943605,-0.5825641,-0.476783499999999,5.53593138236348,939.127319335938,52020962,Sub-Saharan Africa,Lower middle income,0,0,1,0,6.844951060363835,17.76715731070114,49,0.7217810348079607,1,11,60
44000-P143040,2014,0,0,0,75000000,75000000,44000,EN: World Bank,Multilateral,A02_sector,AM,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.132998671500584,187,0,0,0.6048387096774194,0.15615244536940687,2,75000000,75000000,-0.3735727,-0.6390245,-0.2358315,2.20437521362723,3852.11800610384,3013800,Europe & Central Asia,Upper middle income,0,0,0,0,8.256378407470539,14.918712298966192,40,0.817440095789378,1,10,31
44000-P143283,2014,0,-230753,-0.00769176666666666,30230753,30000000,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,1,NA,1,30000000,30230753,-0.0337182,-0.969687699999999,-0.0788413999999999,5.06430814956935,3289.95758568777,2857815,Europe & Central Asia,Upper middle income,0,0,1,1,8.098629951788102,14.86556790479601,40,0.817440095789378,1,10,31
44000-P143283,2015,0,-230753,-0.00769176666666666,0,0,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,NA,NA,NA,NA,NA,-0.0642348,-1.03857019999999,-0.1714471,3.79019186956943,2749.55137054338,2835978,Europe & Central Asia,Upper middle income,0,0,0,NA,7.919193039367944,14.857897409199271,49,0.7217810348079607,1,11,60
44000-P143283,2016,0,-230753,-0.00769176666666666,0,0,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,1,NA,1,75000000,44615970,-0.103968499999999,-1.099628,-0.1842961,3.10965613526426,2847.08794770479,2803186,Europe & Central Asia,Upper middle income,0,0,1,1,7.954051978161917,14.8462671854195,40,0.6207013125828162,1,11,41
44000-P143283,2017,0,-230753,-0.00769176666666666,0,0,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,NA,NA,NA,NA,NA,-0.110529999999999,-0.937231199999999,-0.181840299999999,2.41509139749894,3453.26727720294,2755189,Europe & Central Asia,Upper middle income,0,0,0,NA,8.147076098739332,14.82899660075694,38,0.595952151362322,1,11,45
44000-P143283,2018,0,-230753,-0.00769176666666666,0,0,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,1,NA,1,105000000,29160390,-0.1677532,-0.871319899999999,-0.2383059,2.20320952750088,4156.44981956646,2707203,Europe & Central Asia,Upper middle income,0,0,0,1,8.332416580136679,14.811426556549456,42,0.5413065850651381,1,8,45
44000-P143283,2019,0,-220413,-0.0073471,-10340,0,44000,EN: World Bank,Multilateral,A02_sector,MD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,218,0,-0.00734710000000005,1,NA,1,105000000,0,-0.1508752,-0.7732817,-0.1474608,2.7695639727145,4405.33418162155,2664224,Europe & Central Asia,Upper middle income,0,0,1,1,8.390571399652002,14.795423391191632,53,0.6409087280099744,1,12,59
44000-P143781,2014,0,1650739,0.02358198571428571,68349261,70000000,44000,EN: World Bank,Multilateral,A02_sector,CI,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064003585725462,560,0,0.02116498972247726,0.3249542378400953,0.4556867810100466,2,70000000,68349261,-0.6838095,-0.4250952,-1.0370019,1.92983591577288,1991.36539423404,24527395,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.596575810196303,17.015301214101335,40,0.817440095789378,1,10,31
44000-P143781,2015,0,1481546,0.02116498972247724,169038,-155,44000,EN: World Bank,Multilateral,A02_sector,CI,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064003585725462,560,0,0.02116498972247726,0.5389725550013739,0.2125463050419613,2,170000000,98167063,-0.602650599999999,-0.4307488,-0.7838544,1.45458720310932,1814.71855088017,25246342,Sub-Saharan Africa,Lower middle income,0,0,1,0,7.503685666289025,17.044191831903657,49,0.7217810348079607,1,11,60
44000-P144185,2014,0,6979505,0.06979505,93020495,100000000,44000,EN: World Bank,Multilateral,A02_sector,MA,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,749,0,0.06979504999999997,0.6722673690175137,0.05548275143357079,3,400000000,384094440,-0.6694114,-0.4165717,-0.4094598,1.91895310437175,3435.40698242188,34204780,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.141890678692528,17.347875958348336,40,0.817440095789378,1,10,31
44000-P144601,2014,0,-5246370,NA,5246370,0,44000,EN: World Bank,Multilateral,A02_sector,TO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,15.424948470398377,228,0,-0.04927400000000004,1,0,2,5000000,10215096,0.3998663,-0.5841786,0.93921,18.085732716026,4136.59010898445,106609,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.32762708226447,11.576923214917413,40,0.817440095789378,1,10,31
44000-P144602,2014,0,-5279344,NA,5279344,0,44000,EN: World Bank,Multilateral,A02_sector,KI,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,15.464169183551656,207,0,-0.01525846153846144,0.5,0.25,2,3000000,5279344,0.6138092,0.2820761,1.281381,22.4867187249918,1736.70535682101,115326,East Asia & Pacific,Lower middle income,NA,NA,NA,0,7.459745124230957,11.655518179535186,40,0.817440095789378,1,10,31
44000-P144675,2014,0,199500000,0.9975,500000,200000000,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.11382792451231,595,0,0,0.9161273973426488,0.00630479853941989,6,520000000,303007730,-1.1673414,-0.361941399999999,-0.0126942,1.87689874659763,2546.38464459903,91679578,East Asia & Pacific,Upper middle income,0,0,0,0,7.842429845710552,18.33381020795327,40,0.817440095789378,1,10,31
44000-P144675,2015,0,0,0,199500000,0,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.11382792451231,595,0,0,0.5487475197144098,0.20115525146048968,5,520000000,199500000,-1.006907,-0.3774131,0.0681785999999999,1.39461008493105,2577.56885340113,92823254,East Asia & Pacific,Upper middle income,0,0,0,0,7.854601928784033,18.346207748262582,49,0.7217810348079607,1,11,60
44000-P145251,2014,0,130998,0.0018714,69869002,70000000,44000,EN: World Bank,Multilateral,A02_sector,NE,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064005800013632,448,0,4.2077142857144256e-4,1,0,2,70000000,69869002,-0.273428799999999,-0.4434815,-0.9806619,8.08507747950925,565.30989731175,19215909,Sub-Saharan Africa,Low income,0,0,0,0,6.33737407159759,16.771249087653718,40,0.817440095789378,1,10,31
44000-P145251,2015,0,29454,4.207714285714286e-4,101544,0,44000,EN: World Bank,Multilateral,A02_sector,NE,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064005800013632,448,0,4.2077142857144256e-4,0.8468735991326921,0.02344769464257545,2,150000000,101544,-0.282134,-0.43071159999999997,-0.7994889,8.55661373821213,485.662574175279,19939498,Sub-Saharan Africa,Low income,0,0,0,0,6.185514090947897,16.808213146654477,49,0.7217810348079607,1,11,60
44000-P145254,2014,0,-430168,-0.00430167999999999,100430168,100000000,44000,EN: World Bank,Multilateral,A02_sector,TZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,497,0,-0.00430167999999997,0.8031947388443774,0.02226516555799085,6,185000000,185919038,-0.167283799999999,-0.6311616,-0.5068917,5.35921223892237,1022.74841308594,50351512,Sub-Saharan Africa,Lower middle income,0,0,0,0,6.930248805193481,17.73453920646942,40,0.817440095789378,1,10,31
44000-P145275,2014,1,63000000,1,0,63000000,44000,EN: World Bank,Multilateral,A02_sector,ML,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.958645284355807,427,0,0.09723441269841272,0.7608403888257385,0.05719731961702401,3,63000000,0,-0.231560599999999,-0.6426253,-1.59000419999999,7.40162290676923,947.915033293219,18020267,Sub-Saharan Africa,Low income,0,0,0,0,6.854264870910425,16.70700762690484,40,0.817440095789378,1,10,31
44000-P145275,2015,0,6125768,0.0972344126984127,56874232,0,44000,EN: World Bank,Multilateral,A02_sector,ML,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.958645284355807,427,0,0.09723441269841272,0.1770936372171618,0.509267804572268,5,63000000,56874232,-0.338542099999999,-0.6307364,-1.5535933,7.86033701875036,838.11986940103,18593022,Sub-Saharan Africa,Low income,0,0,0,0,6.731161132497182,16.738296907002503,49,0.7217810348079607,1,11,60
44000-P145488,2014,0,-3083420,NA,3083420,0,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,14.914122846632385,277,0,-0.02780666666666675,NA,NA,3,0,3083420,0.5239317,-0.0458344,1.549386,67.1883075759508,3518.13249227107,10984,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.165685585836508,9.304194947447806,40,0.817440095789378,1,10,31
44000-P145605,2020,0,0,NA,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,489,0,0,0.5538209207281448,0.19186229174858033,3,7018500000,1350000000,0.0627933,-0.256463899999999,-0.6819314,0.698331914308264,5339.68711357943,50629997,Latin America & Caribbean,Upper middle income,0,0,0,0,8.582922337274953,17.740054784692685,73,0.650701274355751,1,10,98
44000-P145766,2014,0,0,0,700000000,700000000,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.6363636363636364,0.1322314049586777,2,1400000000,1200000000,-0.0568228999999999,-0.3713217,-0.995331299999999,0.330493094137937,8187.20824890084,46565429,Latin America & Caribbean,Upper middle income,0,0,1,0,9.010328245586576,17.65636895682362,40,0.817440095789378,1,10,31
44000-P145766,2015,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.6446503327836284,0.09140951144747568,4,2800000000,900704760,0.0168067,-0.3173369,-0.9555119,0.468096872627634,6248.51490534512,46969940,Latin America & Caribbean,Upper middle income,0,0,0,0,8.740099099350715,17.66501838059125,49,0.7217810348079607,1,11,60
44000-P145766,2016,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.6043889622685442,0.12615208657974597,3,3600000000,1445136940,0.0341417,-0.3694889,-0.873548099999999,0.395751096807464,5959.84250367574,47437512,Latin America & Caribbean,Upper middle income,0,0,0,0,8.692799334152472,17.67492386608452,40,0.6207013125828162,1,11,41
44000-P145766,2017,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.5870726041184664,0.12997124621748246,3,4700000000,0,0.020767,-0.410863,-0.779948499999999,0.277420468655709,6479.53231292429,48131078,Latin America & Caribbean,Upper middle income,0,0,0,0,8.77640361281022,17.689438638701436,38,0.595952151362322,1,11,45
44000-P145766,2018,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.5182053193872981,0.17948601639223422,3,4700000000,1199690960,0.0817099999999999,-0.3185939,-0.665561899999999,0.5464304780895,6816.96818309544,49024465,Latin America & Caribbean,Upper middle income,0,0,1,0,8.827170104063562,17.707830017187547,42,0.5413065850651381,1,8,45
44000-P145766,2019,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.5306285310177872,0.21192816239548895,3,5418500000,718500000,0.0805217999999999,-0.272275,-0.9052968,0.27680217234925,6472.54544924705,49907985,Latin America & Caribbean,Upper middle income,0,0,0,0,8.77532473350093,17.725691567959988,53,0.6409087280099744,1,12,59
44000-P145766,2020,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.36659089300768,541,0,0,0.5538209207281448,0.19186229174858033,3,7018500000,1350000000,0.0627933,-0.256463899999999,-0.6819314,0.698331914308264,5339.68711357943,50629997,Latin America & Caribbean,Upper middle income,0,0,0,0,8.582922337274953,17.740054784692685,73,0.650701274355751,1,10,98
44000-P146095,2014,0,13547098,0.054188392,236452902,250000000,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.33697147582652,319,0,0.05418839200000003,0.9161273973426488,0.00630479853941989,6,520000000,303007730,-1.1673414,-0.361941399999999,-0.0126942,1.87689874659763,2546.38464459903,91679578,East Asia & Pacific,Upper middle income,0,0,0,0,7.842429845710552,18.33381020795327,40,0.817440095789378,1,10,31
44000-P146243,2014,0,66790000,0.06915510457651687,899010000,965800000,44000,EN: World Bank,Multilateral,A02_sector,PL,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.68846733140371,588,0,0.06915510457651686,1,NA,1,965800000,899010000,1.0672929,0.773833,1.0543362,NA,14262.2841914116,38011735,Europe & Central Asia,High income,0,0,0,1,9.565373862866483,17.453405485806353,40,0.817440095789378,1,10,31
44000-P146280,2014,0,3720085,0.03720085,96279915,100000000,44000,EN: World Bank,Multilateral,A02_sector,AL,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,398,0,0.03720084999999995,0.7431156190941456,0.06598958515338404,2,220000000,211791185,0.0984136999999999,-0.6758626,0.2608816,2.09555504580747,4793.59751131525,2773767,Europe & Central Asia,Upper middle income,0,0,0,0,8.475036454714497,14.835716882097046,40,0.817440095789378,1,10,31
44000-P146322,2014,0,37535250,0.0750705,462464750,500000000,44000,EN: World Bank,Multilateral,A02_sector,TR,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,396,0,0.07507050000000004,1,NA,1,500000000,462464750,-0.4843587,-0.1089047,-0.7998074,0.368978427074074,12209.3862327674,77181884,Europe & Central Asia,Upper middle income,0,0,1,1,9.409960298254676,18.16167532424485,40,0.817440095789378,1,10,31
44000-P146398,2014,1,50000000,1,0,50000000,44000,EN: World Bank,Multilateral,A02_sector,MZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.72753356339242,341,0,0.05296400000000001,0.5887941943162408,0.08475049189105227,8,185000000,131832102,-0.3834841,-0.861341399999999,-0.6196453,11.8472671221558,697.142680444123,25788475,Sub-Saharan Africa,Low income,0,0,1,0,6.546990096330548,17.065438244662896,40,0.817440095789378,1,10,31
44000-P146398,2015,0,2648200,0.052964,47351800,0,44000,EN: World Bank,Multilateral,A02_sector,MZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.72753356339242,341,0,0.05296400000000001,0.6907071059077011,0.05157554440231943,6,305000000,164798820,-0.405902899999999,-0.8687712,-0.6842917,11.4346704878573,610.563774706589,26547572,Sub-Saharan Africa,Low income,0,0,0,0,6.414382751168728,17.094448851376246,49,0.7217810348079607,1,11,60
44000-P146452,2014,0,-829850,-0.011855,70829850,70000000,44000,EN: World Bank,Multilateral,A02_sector,RW,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064005800013632,462,0,-0.01185499999999994,0.4026070269429224,0.17032273887652033,5,70000000,70829850,-0.8046126,0.4896227,-0.1267104,13.0337587727144,715.36808783393,11364757,Sub-Saharan Africa,Low income,0,0,0,0,6.572797218385092,16.246027633605966,40,0.817440095789378,1,10,31
44000-P146537,2014,0,1926980,0.017518,108073020,110000000,44000,EN: World Bank,Multilateral,A02_sector,MZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.51599092375669,342,0,0.01751800000000003,0.5887941943162408,0.08475049189105227,8,185000000,131832102,-0.3834841,-0.861341399999999,-0.6196453,11.8472671221558,697.142680444123,25788475,Sub-Saharan Africa,Low income,0,0,1,0,6.546990096330548,17.065438244662896,40,0.817440095789378,1,10,31
44000-P146640,2014,0,-100234568,NA,100234568,0,44000,EN: World Bank,Multilateral,A02_sector,BF,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,207,0,-0.0023456799999999,0,1,3,0,100234568,-0.391469399999999,-0.4450109,-0.699829399999999,8.4225883244397,764.861675106225,18229461,Sub-Saharan Africa,Low income,1,1,0,0,6.63969500062259,16.718549579569363,40,0.817440095789378,1,10,31
44000-P146665,2015,1,19999999.999999996,1,0,19999999.999999996,44000,EN: World Bank,Multilateral,A02_sector,BJ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.811242831518264,471,0,0.00131399999999981,1,NA,1,40000000,0,0.1082878,-0.5072447,0.117506,3.85632227778055,1002.41886879614,11360681,Sub-Saharan Africa,Lower middle income,0,0,1,1,6.91017122702415,16.245668916643616,49,0.7217810348079607,1,11,60
44000-P146665,2016,0,26279.999999996275,0.00131399999999981,19973720,0,44000,EN: World Bank,Multilateral,A02_sector,BJ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.811242831518264,471,0,0.00131399999999981,1,NA,1,40000000,19973720,0.2156686,-0.433568399999999,0.2420032,4.24972462163382,1010.5338961993,11697842,Sub-Saharan Africa,Lower middle income,0,0,1,1,6.918234080268521,16.27491493831157,40,0.6207013125828162,1,11,41
44000-P146726,2014,0,69848.00000000373,0.00232826666666679,29930152,30000000.000000004,44000,EN: World Bank,Multilateral,A02_sector,SL,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.21670793962643,644,0,0.00232826666666674,0.846873599132692,0.02344769464257545,3,30000000.000000004,55058395,-0.3024332,-0.8422333,-0.1346918,12.5121425142911,1117.7586465721,6876385,Sub-Saharan Africa,Low income,0,0,0,0,7.019080750778287,15.74360363577312,40,0.817440095789378,1,10,31
44000-P146740,2014,1,50000000,1,0,50000000,44000,EN: World Bank,Multilateral,A02_sector,BA,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.72753356339242,679,0,0.1501498,1,NA,1,50000000,0,-0.1598354,-0.3542824,-0.0605189,3.36816733032182,5206.06573475132,3564829,Europe & Central Asia,Upper middle income,0,0,1,1,8.557579712203822,15.0866266443407,40,0.817440095789378,1,10,31
